,account_value
0,1120288.125
1,1121842.3060361834
2,1121718.174646732
3,1122544.607284345
4,1122434.073646661
5,1122434.073646661
6,1122434.073646661
7,1122434.073646661
8,1122434.073646661
9,1122434.073646661
10,1122434.073646661
11,1122434.073646661
12,1122434.073646661
13,1122434.073646661
14,1122434.073646661
15,1122434.073646661
16,1122434.073646661
17,1122434.073646661
18,1122434.073646661
19,1122434.073646661
20,1122434.073646661
21,1122434.073646661
22,1122434.073646661
23,1122434.073646661
24,1122434.073646661
25,1122434.073646661
26,1122434.073646661
27,1122434.073646661
28,1122434.073646661
29,1122434.073646661
30,1122434.073646661
31,1122434.073646661
32,1122434.073646661
33,1122434.073646661
34,1122434.073646661
35,1122434.073646661
36,1122434.073646661
37,1122434.073646661
38,1122434.073646661
39,1122434.073646661
40,1122434.073646661
41,1122434.073646661
42,1122434.073646661
43,1122434.073646661
44,1122434.073646661
45,1122434.073646661
46,1122434.073646661
47,1122434.073646661
48,1122434.073646661
49,1122434.073646661
50,1122434.073646661
51,1122434.073646661
52,1122434.073646661
53,1122434.073646661
54,1122434.073646661
55,1122434.073646661
56,1122434.073646661
57,1122434.073646661
58,1122434.073646661
59,1122434.073646661
60,1122434.073646661
61,1122888.801721593
62,1122785.0742866436
