,rewards
0,10003.80683368072
1,9001.63030452351
2,-2433.755049242638
3,36.14333980390802
4,2573.8026289329864
5,5843.828937047627
6,9840.872324147727
7,-12237.241367319133
8,17868.924343097256
9,-1028.843814673135
10,8692.933633201756
11,2631.6777662406676
12,-710.4967062561773
13,-353.74900637660176
14,1734.2476189630106
15,12158.556535259355
16,-2391.110462776851
17,-23224.670335811563
18,-9955.111173100537
19,-1905.2519374238327
20,-22054.176849047653
21,-51386.42756168544
22,28225.19530919008
23,-11484.246820518514
24,-38934.110819612164
25,11421.50536244316
26,9654.93839040841
27,1659.4265568165574
28,26591.399084535893
29,15617.27095239493
30,8097.04974770546
31,-5986.372172617586
32,-5580.299642320024
33,732.6464897263795
34,24374.316676775226
35,10610.69482600689
36,-10471.53377613658
37,-14797.339921071194
38,-17536.542893852806
39,5267.727081843419
40,16693.529955243925
41,3226.250261598965
42,680.995913754683
43,9002.330159507226
44,16611.397877258947
45,7320.33976237406
46,-2719.8851519173477
47,-5618.209125685273
48,360.5060940203257
49,11253.131499695126
50,-16729.094056221424
51,8553.769104350591
52,-919.5619786363095
53,-30887.256833763327
54,-37343.77724499884
55,27011.038196704583
56,-23266.79436023673
57,1695.8568089068867
58,13605.109706342919
59,-26747.007725505857
60,18149.587445178302
61,16265.554161710897
