,account_value
0,1243794.903936386
1,1250575.783577304
2,1245176.510931693
3,1250787.2882165138
4,1247406.5361759162
5,1247269.70569635
6,1246022.4457191576
7,1247075.0654672352
8,1246903.4318329697
9,1246903.4318329697
10,1246903.4318329697
11,1246903.4318329697
12,1246903.4318329697
13,1246903.4318329697
14,1246903.4318329697
15,1246903.4318329697
16,1246903.4318329697
17,1246903.4318329697
18,1246903.4318329697
19,1246903.4318329697
20,1246903.4318329697
21,1246903.4318329697
22,1246903.4318329697
23,1246903.4318329697
24,1246903.4318329697
25,1246903.4318329697
26,1246903.4318329697
27,1246903.4318329697
28,1246903.4318329697
29,1246903.4318329697
30,1246903.4318329697
31,1246903.4318329697
32,1246903.4318329697
33,1246903.4318329697
34,1246705.3644928904
35,1247284.3112261007
36,1247052.9217754158
37,1247052.9217754158
38,1247052.9217754158
39,1247052.9217754158
40,1247052.9217754158
41,1247052.9217754158
42,1247052.9217754158
43,1247052.9217754158
44,1247052.9217754158
45,1247052.9217754158
46,1247052.9217754158
47,1247052.9217754158
48,1247052.9217754158
49,1247052.9217754158
50,1247052.9217754158
51,1247052.9217754158
52,1247052.9217754158
53,1247052.9217754158
54,1245890.0540538293
55,1246179.7302442484
56,1246422.6656274549
57,1248874.0717666955
58,1253184.2338234328
59,1255292.0862366492
60,1258258.4755585673
61,1266664.8001231756
62,1267413.178114494
