,account_value
0,1097756.9505574703
1,1106580.066434021
2,1110998.9028182596
3,1116849.272025167
4,1116205.4100756536
5,1122467.5323038148
6,1126217.5977791594
7,1128526.6576783874
8,1130193.6017824796
9,1126376.7034505822
10,1127541.587165336
11,1124045.3021318612
12,1128054.7205740786
13,1133250.8704327177
14,1130245.1031449183
15,1123589.6614728658
16,1123167.3810860305
17,1110914.3225258708
18,1111028.565586423
19,1112496.0538805795
20,1118934.8282466766
21,1113426.491222509
22,1116744.7296903168
23,1116930.4383361011
24,1115341.0088188078
25,1118172.9767923336
26,1125480.9849813627
27,1111678.4685729677
28,1109606.9234885937
29,1114232.7385587266
30,1118373.343393283
31,1110947.791310589
32,1119173.0910060043
33,1109206.973676515
34,1114773.4595524631
35,1124484.9668495585
36,1120511.0343972635
37,1123909.3615685697
38,1123366.2000935944
39,1137687.4675037735
40,1133311.752000799
41,1138678.1050650338
42,1134412.6635792705
43,1124436.3905683574
44,1126386.6384635316
45,1126112.2342906694
46,1133733.111449119
47,1139049.4175777987
48,1143881.6619182131
49,1143109.4746674353
50,1145621.276372361
51,1141804.7945899246
52,1154049.9826402785
53,1154248.6705287981
54,1149075.822868626
55,1148585.5094862534
56,1146762.4569136314
57,1142500.4307625154
58,1141932.5130264736
59,1145750.3604743348
60,1147935.7234725857
61,1142458.9657938594
62,1147576.6135907231
