,account_value
0,1000000.0
1,1000605.4220043202
2,1000467.0215922346
3,994846.0024387729
4,991839.932674103
5,993026.127305792
6,995679.0604498817
7,981844.905043793
8,987372.0820848581
9,977583.4426999055
10,980095.7782135024
11,973281.2844488836
12,976401.0819806478
13,986293.2733661991
14,974855.9141270614
15,983174.8693400122
16,967883.6064643938
17,968244.7739478684
18,989405.2036392445
19,995082.6325014539
20,970174.029894815
21,974444.2783295378
22,978342.2030471954
23,945491.1718775138
24,936759.11739019
25,946128.3897199212
26,945037.7011956103
27,929000.461684885
28,946761.2949565143
29,969062.6977538316
30,990241.3881155223
31,982284.0184488397
32,979141.5562833587
33,999307.064830842
34,983459.7987327958
35,1002159.4768832924
36,1018394.1576252863
37,1013670.0592965324
38,1013521.634656901
39,1033495.7136024102
40,1035420.0680631114
41,1037679.4499785233
42,1045797.8330335992
43,1040916.850287351
44,1028824.8028881234
45,1034143.9735295377
46,1033309.2381433821
47,1048229.4786978433
48,1050656.929371927
49,1048896.8357669197
50,1055036.0018315879
51,1065022.043044229
52,1071336.824744423
53,1069555.0105685256
54,1064454.773641885
55,1054559.1348731094
56,1055169.6443173743
57,1055317.3457144818
58,1068784.150193712
59,1074304.8395215003
60,1074394.550374045
61,1084185.254485822
62,1082202.6642119351
