,account_value
0,1267413.1545410156
1,1269705.964450915
2,1269076.900929267
3,1271445.766765464
4,1278293.4763912198
5,1279102.507256856
6,1270631.7302244238
7,1262571.5242622683
8,1265287.2629645225
9,1259982.0523779192
10,1263469.4377469532
11,1266643.466949476
12,1279196.9153060194
13,1281773.4209255297
14,1284772.812020787
15,1286119.1821511355
16,1278249.6926322198
17,1260219.6874863931
18,1260670.5978910034
19,1260367.373476928
20,1224867.8367853507
21,1246621.8791059945
22,1254744.1223563598
23,1277068.63642622
24,1273536.3703944813
25,1258276.9067743528
26,1271898.0735414182
27,1238017.9330519487
28,1246551.627344387
29,1262404.8897233424
30,1278142.9103368013
31,1286321.2652475215
32,1298364.7552140947
33,1299944.6720014913
34,1267289.5042089638
35,1280499.416263924
36,1278212.0140714082
37,1287746.5591057243
38,1305024.4207355292
39,1307067.1717956583
40,1298590.2280676588
41,1314471.623424604
42,1325107.5070035218
43,1329183.914593718
44,1316963.471854807
45,1307707.1739125447
46,1312699.7901538555
47,1321630.9530681053
48,1320075.4274753009
49,1316812.2549069799
50,1324521.6722971916
51,1327746.1610627165
52,1323358.2118669483
53,1310672.5020527742
54,1315694.7474067165
55,1308760.5270572468
56,1318347.663564929
57,1315831.891760784
58,1298052.8432109049
59,1304940.8222299626
60,1288543.9070191425
61,1265099.445368839
62,1277912.9258148682
