,account_value
0,985291.9647367
1,982877.5964957449
2,983859.1583936623
3,984596.0133156878
4,977916.8563336147
5,974772.5669990889
6,964353.2095130628
7,968803.2954789136
8,972200.076293998
9,968524.6450982431
10,960036.0527985417
11,964399.7479879999
12,971575.1073839926
13,972455.7712748428
14,979995.5073285826
15,981316.936292666
16,981197.5846863647
17,976124.155193772
18,978101.2588876736
19,977877.5478868062
20,977983.6056013249
21,971529.2194574105
22,971678.2285312302
23,965676.2107268957
24,966825.6040444403
25,988170.6694417557
26,993785.6529102228
27,1010045.052403005
28,1016775.5352874403
29,1021162.3587664132
30,1020141.2074534637
31,1020141.2074534637
32,1020141.2074534637
33,1020141.2074534637
34,1020141.2074534637
35,1020141.2074534637
36,1020101.2196496471
37,1020920.0508972387
38,1021277.4470738749
39,1015745.4901449063
40,1013363.6004564466
41,1012844.6738173843
42,1013555.7140487827
43,1012419.9029497891
44,1010509.1772662906
45,992613.3609722904
46,999105.4313173806
47,999069.1498555616
48,1000528.289681301
49,1013107.4704287294
50,1010497.13964935
51,1005498.8444919098
52,1015464.1024693165
53,1022593.6050720109
54,1020307.5796914423
55,1022047.0775508895
56,1026804.5461176306
57,1023560.5210011863
58,1023121.1740717998
59,1023915.2468231688
60,1015651.380539197
61,1004435.7119651142
62,1002302.739921402
