,account_value
0,1002302.7456054688
1,1015153.9844577257
2,1019639.6083966389
3,1025919.0001920348
4,1022771.7978870806
5,1033443.6065113442
6,1034540.0623751502
7,1028472.4066700228
8,1032308.0663534486
9,1021702.9127670444
10,1025889.9692715992
11,1026593.0511898176
12,1026344.2589539344
13,1014173.2266045857
14,1013159.0577383745
15,1013159.0577383745
16,1012800.1305083921
17,1012711.2981165375
18,1012711.2981165375
19,1012711.2981165375
20,1012457.4981724557
21,1012374.9871572738
22,1012374.9871572738
23,1012374.9871572738
24,1012374.9871572738
25,1012374.9871572738
26,1012348.9600718074
27,1013348.8940363559
28,1014640.0080771829
29,1015686.9890899889
30,1018793.4453480549
31,1018253.3052569497
32,1019636.7438677729
33,1024910.0512455164
34,1021007.2026839126
35,1022349.0127874415
36,1028031.4439326957
37,1029755.3207331756
38,1024486.6975407536
39,1033482.3909298552
40,1027452.0106164949
41,1025568.8517319389
42,1020659.6759683716
43,1016433.4421067705
44,1018828.5565563145
45,1017581.7335584
46,1020270.3006769774
47,1022164.7780697326
48,1018592.734121502
49,1028538.2704481933
50,1029625.821732552
51,1028366.5799595397
52,1021621.0059391863
53,1010059.9600467088
54,1015215.3771846364
55,1003205.1468021484
56,1000664.6561261255
57,998103.040417571
58,1005539.9246321722
59,1007624.4103470553
60,1012786.7308148176
61,1012726.5804701801
62,1009368.9881961249
