,account_value
0,1308059.75
1,1304657.541655588
2,1312373.2426908491
3,1318503.528335142
4,1321239.6949322224
5,1354920.8855691908
6,1338994.5739809512
7,1346939.9548557687
8,1345593.0158168094
9,1342752.249372317
10,1333553.4223958743
11,1342173.607391907
12,1339318.6700159563
13,1351887.0553731215
14,1359217.4773787034
15,1351149.1348465122
16,1380199.104577843
17,1372528.312985722
18,1348526.9248979725
19,1356593.686717812
20,1367457.5785387196
21,1361128.510991875
22,1375173.9527605213
23,1389777.4562829174
24,1393816.5751922764
25,1365615.979235474
26,1354345.7024582066
27,1366799.5884373821
28,1385293.4677842297
29,1417623.0908353962
30,1403247.6506817974
31,1407394.3604047932
32,1398619.5089886822
33,1395627.067787949
34,1398428.4333542027
35,1426422.4064620174
36,1421724.0586822666
37,1425438.3115676083
38,1429377.963051144
39,1438708.0099690594
40,1454403.6061313786
41,1450578.7640760578
42,1479451.8227937855
43,1488143.9683941044
44,1490615.0669429936
45,1483907.9922588505
46,1408818.6628530659
47,1416322.1400550045
48,1418215.4994619526
49,1449344.090683762
50,1454651.8247097172
51,1453133.7205455936
52,1440807.4696558155
53,1463189.9530313648
54,1461181.9256189503
55,1425481.3335574307
56,1439334.160126511
57,1402707.0445354618
58,1425249.13150293
59,1441764.2264278568
60,1459838.3419101872
61,1458396.507241074
62,1482818.8645656742
