,account_value
0,1147576.6114563942
1,1162077.1499265505
2,1171078.780231074
3,1168645.0251818313
4,1168681.1685216352
5,1171254.9711505682
6,1177098.8000876158
7,1186939.6724117636
8,1174702.4310444444
9,1192571.3553875417
10,1191542.5115728686
11,1200235.4452060703
12,1202867.122972311
13,1202156.6262660548
14,1201802.8772596782
15,1203537.1248786412
16,1215695.6814139006
17,1213304.5709511237
18,1190079.9006153122
19,1180124.7894422116
20,1178219.5375047878
21,1156165.3606557401
22,1104778.9330940547
23,1133004.1284032448
24,1121519.8815827263
25,1082585.770763114
26,1094007.2761255573
27,1103662.2145159657
28,1105321.6410727822
29,1131913.040157318
30,1147530.311109713
31,1155627.3608574185
32,1149640.988684801
33,1144060.689042481
34,1144793.3355322073
35,1169167.6522089825
36,1179778.3470349894
37,1169306.8132588528
38,1154509.4733377816
39,1136972.9304439288
40,1142240.6575257722
41,1158934.1874810162
42,1162160.4377426151
43,1162841.4336563698
44,1171843.763815877
45,1188455.161693136
46,1195775.50145551
47,1193055.6163035927
48,1187437.4071779074
49,1187797.9132719277
50,1199051.0447716229
51,1182321.9507154014
52,1190875.719819752
53,1189956.1578411157
54,1159068.9010073524
55,1121725.1237623536
56,1148736.1619590581
57,1125469.3675988214
58,1127165.2244077283
59,1140770.3341140712
60,1114023.3263885654
61,1132172.9138337437
62,1148438.4679954546
