,rewards
0,-3402.2083444120362
1,7715.701035261154
2,6130.285644292831
3,2736.166597080417
4,33681.19063696847
5,-15926.311588239623
6,7945.380874817492
7,-1346.9390389593318
8,-2840.7664444923867
9,-9198.82697644271
10,8620.184996032622
11,-2854.937375950627
12,12568.385357165243
13,7330.422005581902
14,-8068.342532191193
15,29049.96973133087
16,-7670.791592121124
17,-24001.38808774948
18,8066.7618198394775
19,10863.891820907593
20,-6329.067546844482
21,14045.44176864624
22,14603.503522396088
23,4039.1189093589783
24,-28200.595956802368
25,-11270.276777267456
26,12453.885979175568
27,18493.879346847534
28,32329.623051166534
29,-14375.440153598785
30,4146.709722995758
31,-8774.851416110992
32,-2992.441200733185
33,2801.365566253662
34,27993.97310781479
35,-4698.347779750824
36,3714.2528853416443
37,3939.6514835357666
38,9330.046917915344
39,15695.596162319183
40,-3824.8420553207397
41,28873.05871772766
42,8692.145600318909
43,2471.09854888916
44,-6707.074684143066
45,-75089.3294057846
46,7503.477201938629
47,1893.3594069480896
48,31128.591221809387
49,5307.7340259552
50,-1518.1041641235352
51,-12326.250889778137
52,22382.483375549316
53,-2008.0274124145508
54,-35700.59206151962
55,13852.826569080353
56,-36627.115591049194
57,22542.08696746826
58,16515.094924926758
59,18074.115482330322
60,-1441.8346691131592
61,24422.35732460022
