,rewards
0,-29359.459455671487
1,-846.1311268249992
2,22309.2534716879
3,-8563.673417982645
4,5895.017932661576
5,-4262.291880307952
6,-8433.104990228778
7,-429.79859672649764
8,-1122.1041955533437
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,-669.5820636122953
31,953.7841500442009
32,-903.0571313018445
33,-176.27946248371154
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,210.90717761102132
47,-120.45054717827588
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
