,account_value
0,1029411.4845275879
1,1027576.5780138511
2,1030428.6071641666
3,1030114.7012061843
4,1030205.211733972
5,1035746.7098013349
6,1033088.2007087929
7,1038355.8366159947
8,1037876.3053616358
9,1038542.6971411718
10,1047908.8508808641
11,1047652.2647545439
12,1044738.7332448607
13,1040243.228740544
14,1045689.232911812
15,1047103.25984563
16,1041146.0910998528
17,1049694.1591321048
18,1049865.3072766375
19,1050827.118810587
20,1052020.3827310686
21,1053061.706798267
22,1053702.5379440677
23,1058369.4470648358
24,1058337.1182796138
25,1063125.0011936594
26,1053111.9999377062
27,1054992.3132714336
28,1070565.570069301
29,1071046.595897986
30,1073877.437601642
31,1055555.5416873633
32,1054063.424024781
33,1053558.8051166448
34,1065498.6348164019
35,1060598.9992071975
36,1059918.8350410888
37,1060727.8397188226
38,1066323.6005513263
39,1071837.230505258
40,1075951.5495259531
41,1078268.1129170875
42,1074328.0800228359
43,1064911.0713011865
44,1064684.5856915219
45,1074440.2384687788
46,1070275.7268625305
47,1084983.94456635
48,1081394.3615400812
49,1077463.0153209462
50,1081287.757813228
51,1088860.694864861
52,1092649.2310928546
53,1096637.4818216173
54,1099515.4098924196
55,1093452.5571469693
56,1097473.9067057245
57,1078415.468039684
58,1075156.3239126499
59,1082170.612308823
60,1085901.7827281938
61,1091403.9101625967
62,1097756.934801622
