,account_value
0,1305546.0325317383
1,1306843.9513389654
2,1315633.339252688
3,1319947.8300178633
4,1313965.1952869627
5,1328723.8548558643
6,1327395.1998518137
7,1327395.1998518137
8,1327395.1998518137
9,1327395.1998518137
10,1327395.1998518137
11,1327395.1998518137
12,1327395.1998518137
13,1327395.1998518137
14,1327395.1998518137
15,1327395.1998518137
16,1327395.1998518137
17,1327395.1998518137
18,1327395.1998518137
19,1327395.1998518137
20,1327395.1998518137
21,1327395.1998518137
22,1327395.1998518137
23,1327395.1998518137
24,1327395.1998518137
25,1327395.1998518137
26,1327395.1998518137
27,1327395.1998518137
28,1328062.5880897667
29,1327846.65069491
30,1327846.65069491
31,1327846.65069491
32,1327846.65069491
33,1322181.0333458332
34,1307885.1453312782
35,1310802.385355678
36,1310195.7458118347
37,1307563.540546217
38,1322785.6658176803
39,1308646.194876995
40,1308059.7601985836
41,1308059.7601985836
42,1308059.7601985836
43,1308059.7601985836
44,1308059.7601985836
45,1308059.7601985836
46,1308059.7601985836
47,1308059.7601985836
48,1308059.7601985836
49,1308059.7601985836
50,1308059.7601985836
51,1308059.7601985836
52,1308059.7601985836
53,1308059.7601985836
54,1308059.7601985836
55,1308059.7601985836
56,1308059.7601985836
57,1308059.7601985836
58,1308059.7601985836
59,1308059.7601985836
60,1308059.7601985836
61,1308059.7601985836
62,1308059.7601985836
