,rewards
0,-347.78114296426065
1,8789.387913722545
2,4314.4907651753165
3,-5982.634730900638
4,14758.65956890164
5,-1328.6550040505826
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,667.3882379529532
28,-215.93739485670812
29,0.0
30,0.0
31,0.0
32,-5665.617349076783
33,-14295.888014554977
34,2917.240024399711
35,-606.6395438432228
36,-2632.2052656176966
37,15222.125271463301
38,-14139.470940685365
39,-586.4346784113441
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
