,rewards
0,2571.008225776488
1,4418.836384238442
2,5850.3692069074605
3,-643.8619495134335
4,6262.122228161199
5,3750.065475344658
6,2309.0598992279265
7,1666.9441040921956
8,-3816.8983318973333
9,1164.8837147536688
10,-3496.2850334746763
11,4009.4184422174003
12,5196.14985863911
13,-3005.76728779939
14,-6655.44167205249
15,-422.2803868353367
16,-12253.058560159756
17,114.24306055228226
18,1467.488294156501
19,6438.774366097059
20,-5508.337024167646
21,3318.2384678078815
22,185.7086457842961
23,-1589.429517293349
24,2831.9679735258687
25,7308.00818902906
26,-13802.516408395022
27,-2071.5450843740255
28,4625.815070132958
29,4140.604834556347
30,-7425.552082693903
31,8225.29969541519
32,-9966.117329489207
33,5566.485875948099
34,9711.507297095377
35,-3973.9324522949755
36,3398.327171306126
37,-543.1614749752916
38,14321.267410179134
39,-4375.715502974577
40,5366.353064234834
41,-4265.441485763295
42,-9976.27301091305
43,1950.2478951741941
44,-274.40417286218144
45,7620.877158449497
46,5316.306128679775
47,4832.244340414414
48,-772.1872507778462
49,2511.801704925718
50,-3816.481782436371
51,12245.1880503539
52,198.68788851960562
53,-5172.847660172032
54,-490.31338237272575
55,-1823.052572621964
56,-4262.026151116006
57,-567.9177360418253
58,3817.847447861219
59,2185.362998250872
60,-5476.757678726222
61,5117.64779686369
