,account_value
0,1014776.9879348278
1,1008464.506028371
2,1012788.1389725503
3,1025848.7304027075
4,1032750.4661175358
5,1044589.1222932341
6,1044871.0975681194
7,1055644.2351148024
8,1050446.5537264906
9,1052840.950197536
10,1062968.9187314305
11,1061866.2029597475
12,1054547.367508677
13,1062799.551095423
14,1059078.3141062595
15,1045238.5038127787
16,1037640.5436614079
17,1040357.341095882
18,1033024.9581867931
19,1039689.4977980345
20,1026217.2771879844
21,1025640.8540737539
22,1027920.5137162434
23,1015974.2666398023
24,1006774.8939446935
25,1008306.9737101593
26,1005223.8433904368
27,1010693.1531082973
28,1010101.6358118914
29,1011335.9793482033
30,999994.4194452642
31,997769.1788883742
32,995793.5004620508
33,990560.5288057897
34,990619.5870626837
35,990224.5080904139
36,984262.9552043439
37,985342.774053997
38,979165.8494130659
39,984824.1769842003
40,983566.5785106164
41,984697.0165238887
42,984536.468380883
43,987616.9377184879
44,991237.1341757623
45,995861.5943502097
46,995368.224074685
47,974017.0959637304
48,985794.6962233298
49,972683.0128149636
50,970893.8219562031
51,978548.3067579701
52,971549.2331188974
53,975166.2736943648
54,980351.6796409504
55,988742.6544516466
56,996658.2332422268
57,995045.4596802053
58,985107.9573952663
59,994363.783630355
60,989521.6910519991
61,981523.241888284
62,985291.9685184035
