,rewards
0,154.67087832139805
1,-629.0635216480587
2,2368.8658361970447
3,6847.70962575567
4,809.0308656361885
5,-8470.777032432146
6,-8060.20596215548
7,2715.738702254137
8,-5305.210586603265
9,3487.3853690340184
10,3174.02920252271
11,12553.448356543435
12,2576.5056195103098
13,2999.391095257364
14,1346.370130348485
15,-7869.489518915769
16,-18030.00514582661
17,450.91040461021475
18,-303.2244140752591
19,-35499.53669157741
20,21754.042320643784
21,8122.243250365369
22,22324.514069860103
23,-3532.2660317386035
24,-15259.463620128576
25,13621.166767065413
26,-33880.140489469515
27,8533.694292438217
28,15853.262378955493
29,15738.020613458939
30,8178.35491072014
31,12043.489966573194
32,1579.9167873966508
33,-32655.16779252747
34,13209.91205496015
35,-2287.4021925157867
36,9534.545034316136
37,17277.86162980483
38,2042.7510601291433
39,-8476.94372799946
40,15881.395356945228
41,10635.88357891771
42,4076.407590196235
43,-12220.442738910904
44,-9256.297942262376
45,4992.616241310723
46,8931.162914249813
47,-1555.5255928044207
48,-3263.172568320995
49,7709.417390211718
50,3224.488765524933
51,-4387.9491957682185
52,-12685.7098141741
53,5022.245353942271
54,-6934.220349469688
55,9587.13650768227
56,-2515.7718041450717
57,-17779.04854987911
58,6887.979019057704
59,-16396.915210820036
60,-23444.461650303565
61,12813.480446029222
