,rewards
0,-3908.0861467277864
1,1182.849566386314
2,-1557.0719608622603
3,1313.861140138004
4,-5458.169276934699
5,-10326.093783868477
6,-8563.808491527336
7,7364.032407084014
8,-7595.081065659993
9,588.0126896300353
10,7593.107809424517
11,-4097.846054644557
12,10390.817878432106
13,14164.226391734439
14,6896.65485996136
15,3144.6123247029027
16,-5438.253175440128
17,-438.31074247008655
18,5377.29467907222
19,7136.376055237604
20,-615.2393938169116
21,3793.2363614846254
22,-4167.595311519806
23,5980.136930732639
24,15968.074446262443
25,-1047.6981230026577
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,-713.1322132044006
42,-106.90299136005342
43,86.79877103993203
44,363.5614354052814
45,-104.67821856483351
46,-557.438785840408
47,741.6647199683357
48,-1269.9000809743302
49,-1777.097861679853
50,-1669.8405893269228
51,5091.688134684227
52,-15709.03396411764
53,-3318.292476272909
54,3103.6482588825747
55,-365.0335574457422
56,0.0
57,0.0
58,832.2446318219882
59,-1442.5473721949384
60,-267.3584835558431
61,-160.16819583217148
