,account_value
0,1482818.8766582608
1,1478255.7969066491
2,1476777.696893566
3,1476777.696893566
4,1476777.696893566
5,1476777.696893566
6,1476777.696893566
7,1476777.696893566
8,1476777.696893566
9,1476777.696893566
10,1476777.696893566
11,1477255.9693233592
12,1469013.515542034
13,1469406.4525537717
14,1478061.470349377
15,1464612.126560795
16,1480974.2569767998
17,1476007.0119585204
18,1475066.2066192264
19,1475066.2066192264
20,1475066.2066192264
21,1475066.2066192264
22,1475066.2066192264
23,1475066.2066192264
24,1475066.2066192264
25,1475066.2066192264
26,1475066.2066192264
27,1475066.2066192264
28,1475066.2066192264
29,1475066.2066192264
30,1475066.2066192264
31,1475066.2066192264
32,1475066.2066192264
33,1475066.2066192264
34,1475066.2066192264
35,1475066.2066192264
36,1475066.2066192264
37,1475066.2066192264
38,1475066.2066192264
39,1475066.2066192264
40,1475066.2066192264
41,1475066.2066192264
42,1475066.2066192264
43,1475066.2066192264
44,1475066.2066192264
45,1475066.2066192264
46,1475066.2066192264
47,1475066.2066192264
48,1475066.2066192264
49,1475066.2066192264
50,1475066.2066192264
51,1475066.2066192264
52,1475066.2066192264
53,1475066.2066192264
54,1475066.2066192264
55,1475066.2066192264
56,1475066.2066192264
57,1475066.2066192264
58,1475066.2066192264
59,1475066.2066192264
60,1475066.2066192264
61,1475066.2066192264
62,1475066.2066192264
