,rewards
0,-1255.628026240971
1,4323.632944179233
2,13060.59143015719
3,6901.735714828363
4,11838.65617569827
5,281.97527488530613
6,10773.137546682963
7,-5197.681388311787
8,2394.3964710454457
9,10127.968533894513
10,-1102.715771683026
11,-7318.835451070452
12,8252.183586745989
13,-3721.236989163561
14,-13839.810293480754
15,-7597.960151370848
16,2716.7974344741087
17,-7332.382909088861
18,6664.539611241315
19,-13472.220610050019
20,-576.423114230507
21,2279.6596424895106
22,-11946.247076441185
23,-9199.37269510876
24,1532.079765465809
25,-3083.1303197224624
26,5469.309717860422
27,-591.5172964058584
28,1234.343536311877
29,-11341.55990293913
30,-2225.240556889912
31,-1975.6784263234586
32,-5232.971656261128
33,59.058256894000806
34,-395.07897226978093
35,-5961.552886069985
36,1079.818849653122
37,-6176.924640931073
38,5658.327571134316
39,-1257.5984735838138
40,1130.4380132722436
41,-160.54814300569706
42,3080.46933760494
43,3620.1964572743746
44,4624.460174447391
45,-493.3702755246777
46,-21351.128110954654
47,11777.600259599392
48,-13111.683408366167
49,-1789.1908587604994
50,7654.484801767045
51,-6999.073639072711
52,3617.0405754673993
53,5185.405946585583
54,8390.974810696207
55,7915.578790580155
56,-1612.773562021437
57,-9937.502284939052
58,9255.826235088753
59,-4842.092578355921
60,-7998.449163715122
61,3768.7266301194904
