,rewards
0,4277.114860661328
1,-13022.60580184427
2,-9392.711914797314
3,-3032.8992895355914
4,5529.650244024117
5,12650.348022436956
6,1035.0626319358125
7,1022.9041548178066
8,6101.385124588152
9,-794.7436203043908
10,2230.223810064839
11,-11510.27249876596
12,1581.3904809139203
13,-3314.4479854681995
14,4354.184727113694
15,6885.412721573142
16,-11878.362681587227
17,-6858.971951036248
18,7999.559726889245
19,-8359.439513549674
20,-4346.4284179469105
21,-3025.285478601232
22,6792.808081587311
23,-1514.5473042808007
24,7101.74909639149
25,-16747.254764764803
26,-3849.245732267387
27,-5977.001360706054
28,11387.723171550315
29,-9800.508749649161
30,-205.22625916695688
31,-10298.86180539499
32,14.124678851105273
33,1502.4489538358757
34,13069.535496228025
35,696.5958413421176
36,1197.4297159553971
37,1866.6901475336635
38,-6758.220762162935
39,1076.6296857668785
40,-693.9314630406443
41,-4524.379392356612
42,3848.2083850208437
43,1352.183971985476
44,668.0490234042518
45,16.806756686535664
46,-8152.658743822016
47,-8152.902240214287
48,-6287.360700810561
49,-1363.8619175609201
50,826.1404869463295
51,-4769.26844424149
52,6429.757305683452
53,392.1896786445286
54,-5846.286647163448
55,7720.252790211351
56,-32511.006946840673
57,-21673.460199011024
58,20090.749598457478
59,16616.704588265275
60,5717.687338232063
61,7304.5773566814605
