,account_value
0,1148438.4725985527
1,1116445.625168638
2,1115599.494041813
3,1137908.747513501
4,1129345.0740955183
5,1135240.09202818
6,1130977.800147872
7,1122544.6951576432
8,1122114.8965609167
9,1120992.7923653633
10,1120992.7923653633
11,1120992.7923653633
12,1120992.7923653633
13,1120992.7923653633
14,1120992.7923653633
15,1120992.7923653633
16,1120992.7923653633
17,1120992.7923653633
18,1120992.7923653633
19,1120992.7923653633
20,1120992.7923653633
21,1120992.7923653633
22,1120992.7923653633
23,1120992.7923653633
24,1120992.7923653633
25,1120992.7923653633
26,1120992.7923653633
27,1120992.7923653633
28,1120992.7923653633
29,1120992.7923653633
30,1120992.7923653633
31,1120323.210301751
32,1121276.9944517952
33,1120373.9373204934
34,1120197.6578580097
35,1120197.6578580097
36,1120197.6578580097
37,1120197.6578580097
38,1120197.6578580097
39,1120197.6578580097
40,1120197.6578580097
41,1120197.6578580097
42,1120197.6578580097
43,1120197.6578580097
44,1120197.6578580097
45,1120197.6578580097
46,1120197.6578580097
47,1120408.5650356207
48,1120288.1144884424
49,1120288.1144884424
50,1120288.1144884424
51,1120288.1144884424
52,1120288.1144884424
53,1120288.1144884424
54,1120288.1144884424
55,1120288.1144884424
56,1120288.1144884424
57,1120288.1144884424
58,1120288.1144884424
59,1120288.1144884424
60,1120288.1144884424
61,1120288.1144884424
62,1120288.1144884424
