datadate,Seed 42,Seed 7,Seed 25,Seed 14
2016-08-12,1100853.8637412796,1059531.456422936,1010101.6358118914,1160641.510937866
2016-08-15,1102347.8944818994,1060127.0345275735,1011335.9793482032,1165835.227637864
2016-08-16,1099198.6225989736,1052757.9699942109,999994.4194452642,1142959.4170664465
2016-08-17,1103560.6342866449,1058281.5411725882,997769.1788883742,1141592.0989114016
2016-08-18,1106081.9515974266,1056808.4025959112,995793.5004620508,1138714.054733499
2016-08-19,1107817.5470151138,1055103.0398060638,990560.5288057897,1134843.452703406
2016-08-22,1102740.3789131604,1054676.2905006602,990619.5870626837,1135410.437990968
2016-08-23,1108100.660654334,1057801.9212037614,990224.508090414,1126899.945303264
2016-08-24,1099113.0519516913,1048295.743080585,984262.955204344,1122457.2505477085
2016-08-25,1105923.991479654,1050709.3121788425,985342.774053997,1123804.5319776477
2016-08-26,1107390.0522658017,1050919.397794126,979165.849413066,1117051.382152403
2016-08-29,1112489.8982118673,1051195.0584281092,984824.1769842004,1123384.6315316244
2016-08-30,1113579.0832820344,1049560.8786846716,983566.5785106164,1118066.8712520855
2016-08-31,1108254.0087561926,1049940.2030713016,984697.0165238888,1125165.2122169407
2016-09-01,1110263.561051322,1046925.0835431186,984536.468380883,1124858.8475526369
2016-09-02,1112339.1428964052,1047035.746594265,987616.937718488,1124337.663566189
2016-09-06,1123374.822598057,1058101.9662767588,991237.1341757624,1125369.75690957
2016-09-07,1121391.6090837198,1056223.5533734304,995861.5943502096,1128286.1968899143
2016-09-08,1124155.0153960113,1061183.737254336,995368.224074685,1128499.4510128596
2016-09-09,1096424.5319583053,1037592.1101958756,974017.0959637304,1108335.5587142345
2016-09-12,1116267.3621087887,1050134.2236241754,985794.6962233298,1114141.3373514994
2016-09-13,1093148.0208378024,1031945.707867768,972683.0128149636,1098847.845314914
2016-09-14,1097786.2778390406,1030545.650925829,970893.8219562032,1095877.7848795922
2016-09-15,1109259.3949295722,1037518.057743253,978548.30675797,1100475.8977757562
2016-09-16,1112216.7361493525,1037501.0311684269,971549.2331188974,1092184.662745044
2016-09-19,1106632.99135963,1034454.9138584766,975166.2736943648,1098225.6794099922
2016-09-20,1109584.923471697,1043237.3315714268,980351.6796409504,1100723.2657059545
2016-09-21,1120365.6731196272,1040605.0638119702,988742.6544516466,1107304.992180546
2016-09-22,1125954.4028531692,1047404.0286956608,996658.2332422268,1116660.0457417448
2016-09-23,1124882.9139366988,1046388.2054619436,995045.4596802052,1114527.877106818
2016-09-26,1113845.190438884,1034277.2429580792,985107.9573952664,1109148.68046419
2016-09-27,1133808.6704976384,1043462.3644260698,994363.783630355,1112980.6061884875
2016-09-28,1130741.558560641,1044814.3240151424,989521.6910519992,1114121.5445172535
2016-09-29,1121878.5302564215,1034511.5204808472,981523.241888284,1100631.8573828076
2016-09-30,1137180.4703453602,1043416.976319898,985291.9685184036,1098858.9929594996
2016-10-03,1137180.4748795033,1043416.967040062,985291.9647367,1098859.0012192726
2016-10-04,1146604.2584517137,1045565.3710250956,982877.5964957448,1092520.544698529
2016-10-05,1162724.5685776805,1058337.4714894474,983859.1583936624,1099078.0878687534
2016-10-06,1155849.049256184,1053013.865527559,984596.0133156878,1095551.7545451336
2016-10-07,1153595.973220067,1051865.463835426,977916.8563336148,1094647.2923816831
2016-10-10,1152642.6168663313,1054326.518544827,974772.5669990889,1093649.6958758298
2016-10-11,1132451.4104862018,1034798.9748774949,964353.2095130628,1081084.1264481412
2016-10-12,1128774.4945908517,1027064.2113675356,968803.2954789136,1080924.7330877727
2016-10-13,1126834.1528283115,1024290.5686793912,972200.076293998,1078539.5639201317
2016-10-14,1130771.9997660746,1023476.0127737264,968524.6450982433,1075618.5556729117
2016-10-17,1122244.3412829393,1014218.470221016,960036.0527985416,1073099.6769048611
2016-10-18,1182544.798942404,1056297.169617365,964399.747988,1071831.946187019
2016-10-19,1192249.2867538224,1065776.2100615706,971575.1073839926,1075932.7840573736
2016-10-20,1197230.9258900452,1068924.367922997,972455.7712748428,1074507.39220008
2016-10-21,1212512.821412497,1077200.5943202062,979995.5073285826,1071466.022145482
2016-10-24,1217562.919091098,1078172.5171071468,981316.936292666,1074218.7136499097
2016-10-25,1216676.3466380176,1083560.7623436048,981197.5846863647,1104171.7362453605
2016-10-26,1221668.675503736,1075506.8402026426,976124.155193772,1097748.734930785
2016-10-27,1221911.3958997112,1073179.1852716552,978101.2588876736,1102556.8898261462
2016-10-28,1217088.4258240042,1069008.7716000366,977877.5478868062,1100518.3212894986
2016-10-31,1214600.885969507,1058552.7349998406,977983.6056013248,1095028.4616406427
2016-11-01,1202535.286529233,1050616.083629186,971529.2194574104,1089521.6025187522
2016-11-02,1196593.0981643046,1048833.5086732998,971678.2285312302,1088405.8311304215
2016-11-03,1196631.8950031116,1046638.0542982168,965676.2107268956,1073449.0716811311
2016-11-04,1197316.2869423404,1042224.045913782,966825.6040444404,1066835.8353235193
2016-11-07,1227420.893973889,1065484.2024901707,988170.6694417556,1087272.0009914602
2016-11-08,1231415.9831384122,1064854.2013784028,993785.6529102228,1088467.7953862443
2016-11-09,1237654.2766257194,1083654.5429994608,1010045.052403005,1132288.3149049128
2016-11-10,1222216.357755258,1098724.8548692248,1016775.5352874404,1152123.560600032
2016-11-11,1239470.2748200658,1100141.84673969,1021162.3587664132,1155182.2485698946
2016-11-14,1238230.807639266,1099041.7086010815,1020141.2074534636,1154027.066742943
2016-11-15,1238230.807639266,1099041.7086010815,1020141.2074534636,1154027.066742943
2016-11-16,1238230.807639266,1099041.7086010815,1020141.2074534636,1154027.066742943
2016-11-17,1238230.807639266,1099041.7086010815,1020141.2074534636,1154027.066742943
2016-11-18,1238230.807639266,1099041.7086010815,1020141.2074534636,1154027.066742943
2016-11-21,1238230.807639266,1099041.7086010815,1020141.2074534636,1154027.066742943
2016-11-22,1237525.2570128925,1098563.430473634,1020101.2196496472,1153499.4159217104
2016-11-23,1239808.7102288727,1098551.436595189,1020920.0508972388,1154738.090572785
2016-11-25,1240237.0112639908,1099796.9209894068,1021277.4470738748,1155819.949386571
2016-11-28,1233608.0938409334,1092446.7768438642,1015745.4901449064,1149480.7254100782
2016-11-29,1231483.8116867547,1090931.5018115016,1013363.6004564466,1146817.6870955452
2016-11-30,1229504.760450793,1089626.940291799,1012844.6738173844,1145026.1328790172
2016-12-01,1229065.5977729326,1089185.1914904658,1013555.7140487828,1146655.2406626209
2016-12-02,1231745.0011231906,1091774.6272461014,1012419.9029497892,1145782.1710250124
2016-12-05,1230212.5334374912,1092326.5706710306,1010509.1772662906,1144905.1849742874
2016-12-06,1210719.43816697,1068643.182701524,992613.3609722904,1115399.7662596917
2016-12-07,1222484.655104035,1083478.104809343,999105.4313173806,1126539.8262565855
2016-12-08,1221548.3560794531,1081524.4971388208,999069.1498555616,1119773.3553169493
2016-12-09,1224778.2793697058,1083230.1744412135,1000528.289681301,1123070.601226163
2016-12-12,1237773.3386310278,1090332.8671912504,1013107.4704287294,1129706.2760961775
2016-12-13,1240759.0224593815,1088962.119829766,1010497.13964935,1126376.3266900303
2016-12-14,1234491.9512780844,1082294.9438025013,1005498.8444919098,1121684.4787376646
2016-12-15,1245456.402188653,1094338.166620457,1015464.1024693165,1130502.342533422
2016-12-16,1246526.7051280676,1100450.4428418945,1022593.6050720108,1135581.1326592688
2016-12-19,1246319.4276918112,1099825.20268589,1020307.5796914424,1134596.949586225
2016-12-20,1250586.0515025794,1104720.3118926128,1022047.0775508896,1137984.4657567267
2016-12-21,1248526.393388146,1104787.7339607542,1026804.5461176306,1136490.892585111
2016-12-22,1245762.55174672,1100842.465406776,1023560.5210011865,1135784.4841349844
2016-12-23,1247488.6572879492,1100459.3313486278,1023121.1740717998,1133670.0501397375
2016-12-27,1250576.6896442114,1101656.3765155852,1023915.2468231688,1135463.907932592
2016-12-28,1236098.783293122,1090398.1689152212,1015651.380539197,1124925.3643801932
2016-12-29,1225910.3420194327,1079797.8074509432,1004435.7119651142,1117107.9634116415
2016-12-30,1219248.491776818,1078042.6341163346,1002302.739921402,1113919.5092614416
2017-01-03,1219248.4797635078,1078042.6327791214,1002302.7456054688,1113919.4994186163
2017-01-04,1238464.0095161058,1096309.8369718394,1015153.9844577255,1132181.1422851584
2017-01-05,1243054.6326890653,1104879.0084519978,1019639.6083966388,1139877.579250207
2017-01-06,1250755.0331544164,1112250.803429791,1025919.0001920348,1146516.582052423
2017-01-09,1245952.5049620476,1106642.8047112136,1022771.7978870806,1143456.92740852
2017-01-10,1264561.7310107676,1123659.815453839,1033443.6065113442,1159555.3769077363
2017-01-11,1264385.4334724313,1124768.927272297,1034540.0623751502,1157797.697001633
2017-01-12,1257696.7863791955,1118265.067594629,1028472.4066700228,1150190.190255966
2017-01-13,1262249.2815018168,1126818.7862658112,1032308.0663534486,1154516.5843624903
2017-01-17,1253717.7314244737,1115578.7383262434,1021702.9127670444,1147330.823320941
2017-01-18,1260227.423440905,1121495.7473575296,1025889.9692715992,1150530.8790879864
2017-01-19,1259696.927924959,1126412.467853485,1026593.0511898176,1152819.0544861683
2017-01-20,1258412.4896947397,1127997.292982462,1026344.2589539344,1149942.1778077502
2017-01-23,1256285.4437032752,1121999.375744373,1014173.2266045857,1149431.1222407182
2017-01-24,1255029.172454459,1120877.6456824336,1013159.0577383745,1148281.696109252
2017-01-25,1255029.172454459,1120877.6456824336,1013159.0577383745,1148281.696109252
2017-01-26,1254767.3421123067,1120172.4745648345,1012800.130508392,1147949.415194126
2017-01-27,1254647.0201526962,1120016.028404113,1012711.2981165376,1147881.0140182837
2017-01-30,1254647.0201526962,1120016.028404113,1012711.2981165376,1147881.0140182837
2017-01-31,1254647.0201526962,1120016.028404113,1012711.2981165376,1147881.0140182837
2017-02-01,1254285.1522402675,1119838.5049454814,1012457.4981724556,1147473.9514363229
2017-02-02,1254156.2286727475,1119784.7679369966,1012374.9871572738,1147386.3092461086
2017-02-03,1254156.2286727475,1119784.7679369966,1012374.9871572738,1147386.3092461086
2017-02-06,1254156.2286727475,1119784.7679369966,1012374.9871572738,1147386.3092461086
2017-02-07,1254156.2286727475,1119784.7679369966,1012374.9871572738,1147386.3092461086
2017-02-08,1254156.2286727475,1119784.7679369966,1012374.9871572738,1147386.3092461086
2017-02-09,1254671.7715516114,1119910.8802528223,1012348.9600718074,1148721.41755339
2017-02-10,1255642.519608776,1120596.2395663229,1013348.894036356,1149225.9869304656
2017-02-13,1256335.8532505112,1121323.860824794,1014640.0080771828,1149968.2619860177
2017-02-14,1258021.9109397735,1123042.063888344,1015686.9890899888,1151361.3725740258
2017-02-15,1262147.8650307057,1126138.4638028578,1018793.4453480548,1154836.1624207608
2017-02-16,1261744.0407572656,1125273.0767720696,1018253.3052569496,1155915.5997270518
2017-02-17,1263948.1366416584,1126593.6767850495,1019636.7438677727,1158501.060420679
2017-02-21,1269572.5816481411,1128245.3128833715,1024910.0512455164,1163476.4700025115
2017-02-22,1267087.9707519098,1127120.6396619712,1021007.2026839126,1161721.9682435966
2017-02-23,1260152.771227797,1126377.008072833,1022349.0127874416,1153446.5151678394
2017-02-24,1261089.0768245046,1128830.8838505005,1028031.4439326955,1154620.6975556705
2017-02-27,1265831.4925942747,1129873.467548129,1029755.3207331756,1162170.1426111767
2017-02-28,1257319.2039435038,1125975.4974052357,1024486.6975407536,1154433.4594937067
2017-03-01,1267083.5402328866,1132783.465205513,1033482.3909298552,1161394.7082404154
2017-03-02,1255947.4269836275,1126457.122465889,1027452.0106164948,1148693.7946626735
2017-03-03,1256114.397879937,1125695.4838902364,1025568.8517319388,1150148.7623151469
2017-03-06,1251954.7033506744,1124336.0501914232,1020659.6759683716,1148833.5330218873
2017-03-07,1243269.823178387,1120985.3535686596,1016433.4421067704,1144888.8243672368
2017-03-08,1244388.303966738,1122246.5135853093,1018828.5565563143,1140012.6298924575
2017-03-09,1249918.18773993,1122590.0186927232,1017581.7335584,1141354.5077500327
2017-03-10,1248411.9752638715,1124271.6316149144,1020270.3006769774,1142566.8281137077
2017-03-13,1249376.4260143724,1126579.4016341565,1022164.7780697326,1144283.15770322
2017-03-14,1243857.7142785888,1123909.24646281,1018592.734121502,1139518.089748077
2017-03-15,1247150.6672007623,1132638.512967074,1028538.2704481932,1147013.8125656154
2017-03-16,1246349.991990869,1130687.4646010378,1029625.821732552,1145998.133787732
2017-03-17,1247984.888905781,1130923.7148066163,1028366.5799595396,1151729.4095540743
2017-03-20,1239396.6583529431,1125320.769521288,1021621.0059391864,1152008.1022785592
2017-03-21,1249272.568646161,1115702.9690560906,1010059.9600467088,1142287.0626950965
2017-03-22,1264788.1509662843,1120967.6990597695,1015215.3771846364,1149008.285821179
2017-03-23,1261468.105701269,1116162.0412404416,1003205.1468021484,1147524.8998702527
2017-03-24,1259341.379299283,1115787.6974921096,1000664.6561261256,1144043.3843839357
2017-03-27,1260989.3727162636,1117711.0339859698,998103.040417571,1142902.226925664
2017-03-28,1283623.8972017274,1125353.0193235031,1005539.9246321722,1157433.7581193403
2017-03-29,1297318.1974948617,1127116.5169995085,1007624.4103470552,1162358.7429197954
2017-03-30,1316396.869168099,1132796.6803520944,1012786.7308148176,1173587.3807130367
2017-03-31,1316641.5567031975,1129848.959291017,1012726.58047018,1167184.780801246
2017-04-03,1329097.745596274,1127392.870252878,1009368.9881961248,1169778.105894818
2017-04-04,1329097.788910389,1127392.8707885742,1009369.002407074,1169778.1219964027
2017-04-05,1326808.52957747,1120772.0711877353,1005065.1637917944,1164327.1642852577
2017-04-06,1325413.2131156223,1122421.708295019,1006248.0133581808,1167852.698619674
2017-04-07,1320230.5375131054,1120342.6849264102,1004690.9413973184,1171338.4814970463
2017-04-10,1331726.1520579976,1123979.2213289826,1006004.8025374564,1174667.384951237
2017-04-11,1330145.710247889,1123108.2311807228,1000546.6332605218,1175801.6414600294
2017-04-12,1338713.417854753,1120112.5324090463,990220.5394766532,1170757.10072724
2017-04-13,1343772.3801518406,1114522.6059335773,981656.730985126,1167103.1451442789
2017-04-17,1352229.391860891,1128571.9864623728,989020.76339221,1177245.0999665845
2017-04-18,1342843.80480594,1113164.2507615343,981425.68232655,1172041.796525357
2017-04-19,1355906.970310769,1110344.093361219,982013.69501618,1176223.758470212
2017-04-20,1363261.4441552388,1120213.9229561335,989606.8028256046,1187493.377534091
2017-04-21,1362573.0035809109,1120671.293113205,985508.95677096,1188250.4185827645
2017-04-24,1353353.3388825343,1125280.7979785486,995899.774649392,1195190.3407702574
2017-04-25,1360079.5633468293,1142239.7087526552,1010064.0010411266,1199240.7476420454
2017-04-26,1378251.9527769752,1147916.004883934,1016960.655901088,1206772.7660576932
2017-04-27,1376849.2349656792,1154822.728891848,1020105.2682257908,1209091.8853793046
2017-04-28,1364206.013261647,1145156.6516437018,1014667.0150503508,1202147.3107258305
2017-05-01,1368814.7470312936,1151645.0622632934,1014228.7043078806,1201881.709666011
2017-05-02,1383264.944601969,1161225.8832260133,1019605.9989869528,1207683.157986682
2017-05-03,1370514.0840130404,1158754.5544627372,1026742.3750421904,1206550.9866845666
2017-05-04,1361002.4915820693,1159722.8972302366,1026127.1356483736,1202118.740591675
2017-05-05,1364789.3825362306,1162120.79407323,1029920.372009858,1209757.4970151582
2017-05-08,1353454.3424168627,1157111.862536332,1025752.7766983384,1206238.788421517
2017-05-09,1366620.3653470385,1163203.134156415,1031732.913629071,1214300.5086012855
2017-05-10,1385263.07011829,1172955.3111483585,1047700.9880753334,1216307.8322976294
2017-05-11,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-12,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-15,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-16,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-17,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-18,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-19,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-22,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-23,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-24,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-25,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-26,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-30,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-05-31,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-06-01,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-06-02,1383877.8119921694,1171782.360595768,1046653.2899523308,1215091.524883933
2017-06-05,1383246.3441158535,1170886.9434421936,1045940.1577391264,1214015.7937578151
2017-06-06,1383160.1297563429,1170711.1971230132,1045833.2547477664,1213874.5918847031
2017-06-07,1383412.5226281097,1171166.1638379125,1045920.0535188062,1213072.3067987869
2017-06-08,1382909.693819979,1170750.9506518445,1046283.6149542116,1212441.5208018725
2017-06-09,1382769.7451979483,1170570.000710354,1046178.9367356468,1212162.806744045
2017-06-12,1382786.6111338695,1169868.974062031,1045621.4979498064,1211865.4007311289
2017-06-13,1383348.777944347,1170649.7058039105,1046363.1626697746,1212921.270487255
2017-06-14,1382475.6941968086,1169240.9799908744,1045093.2625888004,1211839.8626146736
2017-06-15,1381276.9020361314,1167504.6415605668,1043316.1647271204,1210100.9364404618
2017-06-16,1379524.206446614,1165626.0308869611,1041646.3241377936,1208947.269538158
2017-06-19,1385476.7738416868,1172101.212604307,1046738.0122724776,1218516.017126697
2017-06-20,1364758.1444266625,1146798.7863937854,1031028.97830836,1193713.5768665257
2017-06-21,1359814.153905888,1144087.6602037195,1027710.6858320872,1187991.810421985
2017-06-22,1361618.7938965703,1146624.4800560856,1030814.3340909698,1195397.899763538
2017-06-23,1360852.283915426,1145747.1883532002,1030449.300533524,1194202.5188067034
2017-06-26,1360852.283915426,1145747.1883532002,1030449.300533524,1194202.5188067034
2017-06-27,1360852.283915426,1145747.1883532002,1030449.300533524,1194202.5188067034
2017-06-28,1361885.2782580033,1146660.678142117,1031281.545165346,1194991.9522762373
2017-06-29,1360898.499736711,1145532.981380192,1029838.9977931512,1192727.3764764862
2017-06-30,1360194.7116168104,1144609.8759216024,1029571.6393095952,1191445.046750219
2017-07-03,1360935.1966370423,1144748.5968555252,1029411.471113763,1192207.41018358
2017-07-05,1360935.196472168,1144748.6277770996,1029411.484527588,1192207.3984375
2017-07-06,1358513.094714233,1141715.385896816,1027576.5780138512,1188795.8943861756
2017-07-07,1361763.1962618409,1145023.8517642647,1030428.6071641666,1194358.1893818914
2017-07-10,1358836.2457861374,1145440.557517722,1030114.7012061845,1189477.868204611
2017-07-11,1355655.7543665154,1144913.3124090426,1030205.211733972,1181719.3352722782
2017-07-12,1359798.555342673,1147469.3043216537,1035746.7098013348,1188449.3043616158
2017-07-13,1361237.3214132506,1147745.0880285772,1033088.2007087928,1190695.2708916334
2017-07-14,1364270.1213047784,1150391.6485176096,1038355.8366159948,1190745.4352096228
2017-07-17,1363887.4002891986,1149032.88318356,1037876.3053616358,1186535.7670844742
2017-07-18,1368635.1063070784,1155110.0868887468,1038542.6971411718,1172023.9700044189
2017-07-19,1373924.989095334,1159345.2144544723,1047908.850880864,1177773.5203673595
2017-07-20,1369272.7679438782,1155826.4738984334,1047652.264754544,1157126.124155199
2017-07-21,1368556.4530909825,1156530.6516683444,1044738.7332448608,1147138.2457448505
2017-07-24,1363744.1662820706,1154703.876534659,1040243.228740544,1140294.8024096864
2017-07-25,1373160.1306135,1158449.8131345566,1045689.232911812,1153011.506729934
2017-07-26,1370681.4155661075,1157654.427430556,1047103.25984563,1150016.6447027717
2017-07-27,1366020.936607022,1150621.8403302436,1041146.0910998528,1151854.073789465
2017-07-28,1368137.6504505323,1154923.5304969377,1049694.1591321048,1160754.7664102796
2017-07-31,1369769.9824409513,1152416.6297636002,1049865.3072766375,1155126.2008170877
2017-08-01,1369238.1679389975,1155132.2302640548,1050827.118810587,1159356.1488113324
2017-08-02,1371674.0474999622,1156693.7236249563,1052020.3827310686,1163465.499242391
2017-08-03,1371945.5841608683,1155122.229727148,1053061.706798267,1159244.4793546335
2017-08-04,1374727.4403977862,1156931.4077346623,1053702.5379440675,1159853.0033167696
2017-08-07,1376868.5007517424,1158922.2878670348,1058369.4470648358,1156600.122840629
2017-08-08,1375176.9854146824,1157332.9598923402,1058337.1182796138,1147715.732949971
2017-08-09,1380931.464383674,1160862.369599685,1063125.0011936594,1147646.7911763263
2017-08-10,1368573.9245868584,1147206.8219903873,1053111.9999377062,1121575.930498178
2017-08-11,1370126.4970360007,1151391.1454637195,1054992.3132714336,1131205.754967643
2017-08-14,1379268.4632493688,1159793.157531659,1070565.570069301,1135683.09649176
2017-08-15,1372734.195107674,1153787.2652076604,1071046.595897986,1132570.6144668532
2017-08-16,1377222.073759112,1157535.5594345168,1073877.437601642,1134976.7276269053
2017-08-17,1357920.9175527703,1137141.8644828538,1055555.5416873633,1116652.6896933238
2017-08-18,1352026.6997442888,1132350.9612724152,1054063.424024781,1109879.5903799874
2017-08-21,1356332.7491370705,1136928.430321234,1053558.8051166448,1104932.4542192111
2017-08-22,1368610.873231831,1148530.2255422513,1065498.634816402,1112911.537158562
2017-08-23,1361623.260912876,1142684.7220503464,1060598.9992071977,1100237.158237578
2017-08-24,1361770.3041124488,1141581.844648947,1059918.8350410888,1104335.48757038
2017-08-25,1364476.623539666,1143184.426824435,1060727.8397188226,1110677.9670169302
2017-08-28,1371367.1651121366,1149840.3325929688,1066323.6005513263,1121129.6452024872
2017-08-29,1372695.17174524,1154949.217434894,1071837.230505258,1124462.240297603
2017-08-30,1381572.2976492203,1165822.4010841218,1075951.5495259531,1141136.837735696
2017-08-31,1387387.9192976006,1169300.7294372958,1078268.1129170875,1141222.6708270158
2017-09-01,1387948.534450021,1169079.2172075915,1074328.080022836,1142678.5240021558
2017-09-05,1382404.6875079768,1165259.5477047577,1064911.0713011865,1128814.024815756
2017-09-06,1393604.9862307264,1174045.7208418904,1064684.585691522,1140054.2866481317
2017-09-07,1405372.5377443763,1183825.40530427,1074440.2384687788,1147264.3939930564
2017-09-08,1402090.5687868013,1180995.93218429,1070275.7268625305,1126288.668659313
2017-09-11,1414057.1783649046,1195431.7251192636,1084983.94456635,1143923.4282647895
2017-09-12,1418207.1760556009,1203915.3048417151,1081394.3615400812,1153307.9558510955
2017-09-13,1416452.558383799,1200023.3717583593,1077463.0153209462,1151675.6753054245
2017-09-14,1419652.2109652148,1201113.3383314493,1081287.757813228,1150885.516359269
2017-09-15,1420122.3165887357,1201427.8180688822,1088860.694864861,1157815.9001109905
2017-09-18,1425241.0714687288,1200622.1302026631,1092649.2310928546,1147687.9767690196
2017-09-19,1426988.2584315308,1204154.615032243,1096637.481821617,1151983.1663030572
2017-09-20,1430776.4266466352,1207059.244719511,1099515.4098924196,1166614.8584708716
2017-09-21,1427730.540760232,1209481.1090953732,1093452.5571469693,1161236.3207277984
2017-09-22,1429568.8465494637,1209847.011236802,1097473.9067057243,1168966.943542778
2017-09-25,1423172.4109189862,1193017.372838904,1078415.468039684,1153087.909438649
2017-09-26,1422078.93610162,1193175.2201790884,1075156.32391265,1150587.5306840783
2017-09-27,1423466.2451442643,1199393.115829114,1082170.612308823,1153520.14847653
2017-09-28,1432712.3191780443,1198384.1827530956,1085901.7827281938,1161698.0017314036
2017-09-29,1438550.3858485655,1202302.7347867,1091403.9101625967,1159190.127299065
2017-10-02,1443686.3512729183,1202567.2055755816,1097756.934801622,1155565.5265802525
2017-10-03,1443686.3633232117,1202567.211821556,1097756.9505574703,1155565.526855439
2017-10-04,1449191.0270205245,1217003.5978144624,1106580.066434021,1159567.046048687
2017-10-05,1455960.8185923635,1234616.6902946015,1110998.9028182596,1169318.118452143
2017-10-06,1455370.979143802,1239285.4242668657,1116849.272025167,1168606.0408122505
2017-10-09,1455993.6092609486,1238229.7588628458,1116205.4100756536,1160245.4159499134
2017-10-10,1459056.7496865825,1241297.0790098065,1122467.5323038148,1166196.7778706958
2017-10-11,1467852.7132886185,1244561.4800385605,1126217.5977791594,1166542.7039492996
2017-10-12,1472108.658593687,1246462.490714085,1128526.6576783874,1173135.8274682204
2017-10-13,1470488.5873043467,1250032.4092040868,1130193.6017824796,1182979.6629473006
2017-10-16,1470597.4643937524,1251782.265383941,1126376.7034505822,1174971.1686294673
2017-10-17,1473911.44300406,1249412.404895567,1127541.587165336,1174044.258048497
2017-10-18,1478641.5351759505,1246697.4659173554,1124045.3021318612,1162665.1971399854
2017-10-19,1485142.9116411104,1248243.2419729806,1128054.7205740786,1170299.7007045588
2017-10-20,1490373.8965411668,1252750.1448618376,1133250.8704327175,1172782.8589373122
2017-10-23,1492324.2582356122,1253484.0700400271,1130245.1031449183,1169922.827616951
2017-10-24,1498114.3165895306,1256502.6514948185,1123589.6614728658,1173895.841885122
2017-10-25,1494765.6028544991,1247646.6628760973,1123167.3810860305,1150976.8515846906
2017-10-26,1500624.8708261289,1248553.7947357337,1110914.3225258708,1157808.8677884124
2017-10-27,1506268.973063602,1250173.5325511768,1111028.565586423,1175528.9026362663
2017-10-30,1495459.0589019237,1239747.905086079,1112496.0538805795,1173303.533365123
2017-10-31,1497020.809646459,1235639.277496734,1118934.8282466766,1166988.0386293544
2017-11-01,1495007.1901981756,1236911.7718414674,1113426.491222509,1162186.8406728578
2017-11-02,1495493.6081201802,1239126.484114502,1116744.7296903168,1167328.4834417547
2017-11-03,1492589.3536185564,1244295.179594388,1116930.4383361011,1168221.9395773308
2017-11-06,1486749.912556936,1244632.8715737478,1115341.0088188078,1166078.8519170345
2017-11-07,1488559.440590781,1245332.7878394509,1118172.9767923336,1164223.2447757577
2017-11-08,1491131.6865430973,1249803.6972614378,1125480.9849813627,1167597.6620266656
2017-11-09,1475194.6743097072,1240247.6774441956,1111678.4685729677,1153294.1554742884
2017-11-10,1479986.55733689,1242619.21755033,1109606.9234885937,1156915.7656328152
2017-11-13,1488405.0146361624,1245544.3465594505,1114232.7385587266,1162246.2668403797
2017-11-14,1486567.969647616,1248828.126504385,1118373.343393283,1162988.4933045974
2017-11-15,1468440.6830390012,1235902.8833575277,1110947.791310589,1151957.787599448
2017-11-16,1481214.6662248666,1245411.5872969956,1119173.0910060045,1160089.1323471747
2017-11-17,1472292.4499758866,1239802.7080413247,1109206.973676515,1154245.2556105054
2017-11-20,1480089.1154673083,1244783.0673392552,1114773.4595524631,1154316.2173199214
2017-11-21,1489343.3123113627,1252827.5713619585,1124484.9668495583,1156046.339314568
2017-11-22,1486760.5983977946,1249264.9203967182,1120511.0343972635,1156310.440463256
2017-11-24,1489170.8520467405,1253473.4839268287,1123909.3615685697,1156432.406976809
2017-11-27,1487009.292962448,1254632.7696832148,1123366.2000935944,1157235.2327109051
2017-11-28,1502942.165083973,1268608.3534728962,1137687.4675037735,1170843.459906703
2017-11-29,1499177.3700876543,1265974.314373656,1133311.752000799,1171137.9765781718
2017-11-30,1511043.284410037,1277303.7893818847,1138678.1050650338,1188283.8075225863
2017-12-01,1512531.6873839991,1274560.4920911335,1134412.6635792705,1185008.5786157467
2017-12-04,1512969.8662071335,1266223.0940007183,1124436.3905683574,1184364.8083159537
2017-12-05,1512513.5407332412,1265446.3258736809,1126386.6384635316,1187727.7455323376
2017-12-06,1519821.1097532886,1271618.7098373703,1126112.2342906694,1189759.827869241
2017-12-07,1530905.2147544522,1280800.3788631307,1133733.111449119,1203350.7070485335
2017-12-08,1540292.2453183597,1286644.2162710435,1139049.4175777987,1211580.1448977585
2017-12-11,1540196.1496004364,1289307.8870242776,1143881.6619182131,1213160.8894820712
