Price,Close,High,Low,Open,Volume
Ticker,^DJI,^DJI,^DJI,^DJI,^DJI
Date,,,,,
2016-04-13,17908.279296875,17918.349609375,17741.66015625,17741.66015625,91710000
2016-04-14,17926.4296875,17962.140625,17885.439453125,17912.25,84510000
2016-04-15,17897.4609375,17937.650390625,17867.41015625,17925.94921875,118160000
2016-04-18,18004.16015625,18009.529296875,17848.220703125,17890.19921875,89390000
2016-04-19,18053.599609375,18103.4609375,17984.4296875,18012.099609375,89820000
2016-04-20,18096.26953125,18167.630859375,18031.2109375,18059.490234375,100210000
2016-04-21,17982.51953125,18107.2890625,17963.890625,18092.83984375,102720000
2016-04-22,18003.75,18026.849609375,17909.890625,17985.05078125,134120000
2016-04-25,17977.240234375,17990.939453125,17855.55078125,17990.939453125,83770000
2016-04-26,17990.3203125,18043.76953125,17934.169921875,17987.380859375,92570000
2016-04-27,18041.55078125,18084.66015625,17920.259765625,17996.140625,109090000
2016-04-28,17830.759765625,18035.73046875,17796.55078125,18023.880859375,100920000
2016-04-29,17773.640625,17814.830078125,17651.98046875,17813.08984375,136670000
2016-05-02,17891.16015625,17912.349609375,17773.7109375,17783.779296875,80100000
2016-05-03,17750.91015625,17870.75,17670.880859375,17870.75,97060000
2016-05-04,17651.259765625,17738.060546875,17609.009765625,17735.01953125,95020000
