,account_value
0,1000000.0
1,1000487.3672108159
2,998367.4107460451
3,989782.6205484481
4,985128.7527573886
5,986466.5058214051
6,987326.970726575
7,982526.0452434847
8,1009477.1588678374
9,1011778.5217973724
10,1009555.0539043085
11,998331.6837623293
12,991473.6439258658
13,993041.1725604985
14,978876.0433564689
15,985382.3485760698
16,969869.3474276068
17,967301.3334164128
18,977597.6351109406
19,990908.6148888052
20,980007.8447308706
21,974933.8748693168
22,975426.2948500242
23,952160.0304727769
24,939588.1503658607
25,944372.0198233563
26,950254.9550732748
27,941383.3326776596
28,960728.7439532512
29,982116.1668073566
30,1005471.9701442359
31,997089.2475515937
32,990012.8587190406
33,1006398.5653776241
34,996193.0953628337
35,1003572.1477467812
36,1016224.1630324126
37,1010313.2785230881
38,1000203.7350460812
39,1026721.9056067775
40,1028462.5351781027
41,1025696.7117911212
42,1036403.8400811645
43,1022621.0790880278
44,1015766.0832702711
45,1020640.5566371755
46,1018416.5189971172
47,1033022.7047665536
48,1035822.6800929795
49,1023092.9832032869
50,1033219.2398457034
51,1027392.7974400063
52,1041193.9956430192
53,1045196.6673173701
54,1046870.8701843434
55,1035324.8309278014
56,1033364.1734685999
57,1039935.2265437483
58,1054337.9286875443
59,1051632.974319517
60,1052460.7963337246
61,1075347.1351400549
62,1069075.3141475047
