,rewards
0,420.7460813522339
1,6633.492032051086
2,7167.273657798767
3,-7898.1549949646
4,17662.31944847107
5,-1641.4817906275857
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,1368.293016910553
28,-296.4541927331593
29,0.0
30,0.0
31,0.0
32,-9369.104167748243
33,-20812.42232913943
34,1590.9327545168344
35,-825.622106266208
36,-167.28488292684779
37,12489.872447871836
38,-24098.165320777334
39,-773.4957950592507
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
