,account_value
0,1078042.6327791214
1,1096309.8369718394
2,1104879.0084519978
3,1112250.803429791
4,1106642.8047112136
5,1123659.815453839
6,1124768.927272297
7,1118265.067594629
8,1126818.7862658112
9,1115578.7383262434
10,1121495.7473575296
11,1126412.467853485
12,1127997.292982462
13,1121999.375744373
14,1120877.6456824336
15,1120877.6456824336
16,1120172.4745648343
17,1120016.028404113
18,1120016.028404113
19,1120016.028404113
20,1119838.5049454814
21,1119784.7679369966
22,1119784.7679369966
23,1119784.7679369966
24,1119784.7679369966
25,1119784.7679369966
26,1119910.8802528225
27,1120596.2395663229
28,1121323.860824794
29,1123042.063888344
30,1126138.4638028578
31,1125273.0767720696
32,1126593.6767850497
33,1128245.3128833715
34,1127120.6396619712
35,1126377.008072833
36,1128830.8838505005
37,1129873.4675481287
38,1125975.4974052357
39,1132783.465205513
40,1126457.122465889
41,1125695.4838902364
42,1124336.0501914232
43,1120985.3535686596
44,1122246.5135853093
45,1122590.0186927232
46,1124271.6316149144
47,1126579.4016341565
48,1123909.2464628099
49,1132638.512967074
50,1130687.4646010378
51,1130923.7148066165
52,1125320.7695212879
53,1115702.9690560906
54,1120967.6990597695
55,1116162.0412404416
56,1115787.6974921096
57,1117711.0339859698
58,1125353.0193235031
59,1127116.5169995085
60,1132796.6803520944
61,1129848.959291017
62,1127392.870252878
