,rewards
0,-4737.473875795025
1,12772.100464351708
2,-5323.60596188833
3,-1148.4016921329312
4,2461.054709400749
5,-19527.543667332036
6,-7734.763509959332
7,-2773.6426881443476
8,-814.5559056646889
9,-9257.54255271051
10,42078.69939634914
11,9479.040444205515
12,3148.1578614267055
13,8276.22639720887
14,971.9227869405877
15,5388.245236458024
16,-8053.922140962211
17,-2327.6549309873953
18,-4170.41367161856
19,-10456.036600196036
20,-7936.651370654581
21,-1782.5749558862299
22,-2195.454375082976
23,-4414.008384434972
24,23260.156576388865
25,-630.0011117679533
26,18800.34162105806
27,15070.311869764002
28,1416.9918704652227
29,-1100.1381386083085
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,-478.278127447702
36,-11.993878445122391
37,1245.4843942178413
38,-7350.144145542523
39,-1515.2750323626678
40,-1304.5615197028965
41,-441.74880133289844
42,2589.4357556356117
43,551.9434249291662
44,-23683.38796950667
45,14834.922107819468
46,-1953.6076705225278
47,1705.6773023926653
48,7102.692750036949
49,-1370.7473614844494
50,-6667.176027264679
51,12043.222817955771
52,6112.27622143738
53,-625.2401560044382
54,4895.109206722816
55,67.42206814140081
56,-3945.268553978298
57,-383.1340581481345
58,1197.045166957425
59,-11258.207600363996
60,-10600.361464278074
61,-1755.173334608553
