,rewards
0,12120.223560180515
1,15420.558954991167
2,6506.226989422925
3,6541.263642759062
4,2503.9928296131548
5,12315.155827551847
6,12241.373244920513
7,-6585.300799047574
8,7617.612587593263
9,1937.5993522228673
10,6645.048971761949
11,4932.459233279107
12,-7233.483643452637
13,4028.1449400039855
14,14605.280272902688
15,16648.09129271237
16,-2656.7413779853377
17,-8211.890147557948
18,-6085.762386367656
19,6148.0896712699905
20,-23039.2955444057
21,-62796.38054617308
22,27010.647828484653
23,3495.2123193028383
24,-57759.49338944
25,23596.896447791252
26,19899.101967907278
27,9481.383940175874
28,25453.26165261469
29,22980.447961196303
30,-3618.7623436402064
31,-9985.3356694635
32,-6251.93133440963
33,3361.559706516564
34,22155.931824050378
35,12398.44593598484
36,-10025.672816331265
37,-20063.57543094037
38,-29784.93741013971
39,7017.204118520953
40,19930.81817236636
41,3681.440919362707
42,-390.14065000391565
43,7859.343867715681
44,21860.168410913786
45,-19550.404738332378
46,-507.1910382139031
47,-7952.690091117052
48,4948.389747637324
49,3227.281744364882
50,-15242.980855955975
51,9626.282319014193
52,5967.551397619303
53,-41784.02151700412
54,-11894.40057074232
55,41792.5717860423
56,-28895.948509010486
57,-16707.75015421002
58,19269.642759777606
59,-36613.810533098644
60,17615.204448841745
61,18731.596023110207
