,rewards
0,-4185.398017452564
1,-760.9270490948111
2,132.65011584735475
3,-832.5410187332891
4,-18037.676289435243
5,-1492.2435503122397
6,1483.239998722449
7,-240.58732347469777
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-592.2286033632699
34,2109.8068333629053
35,-473.86730747204274
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,-160.7066217425745
54,-3001.504218482878
55,628.5814004896674
56,4241.64423904405
57,9030.106081295293
58,4206.08818481816
59,6556.934501647949
60,9825.162712097168
61,385.6983642578125
