,account_value
0,1437066.5
1,1439499.2021789602
2,1439385.3576113419
3,1439385.3576113419
4,1439896.6639998644
5,1439816.204013873
6,1439816.204013873
7,1441862.0046292238
8,1441750.0842394766
9,1441750.0842394766
10,1441750.0842394766
11,1439728.597111822
12,1439466.9303438235
13,1439030.5430312115
14,1444373.3638191288
15,1442280.0816500618
16,1438758.0154017305
17,1451858.4782088376
18,1452306.5527862504
19,1454359.324069841
20,1467515.2717519798
21,1473007.5800476084
22,1468569.4776616574
23,1467454.1901250987
24,1467650.436523007
25,1467301.1123524227
26,1470466.8566785178
27,1470854.9203824115
28,1470875.5686846739
29,1476079.0725180754
30,1475558.2535411015
31,1475558.2535411015
32,1475558.2535411015
33,1476475.9897444784
34,1476363.2584371609
35,1476363.2584371609
36,1475668.7729228819
37,1475203.3541592378
38,1477442.325883511
39,1477082.6945956955
40,1477265.7797921859
41,1476958.4283867616
42,1473347.7378277115
43,1471913.7234126404
44,1476440.8255972099
45,1476371.339985129
46,1479535.0095405132
47,1475948.7843333927
48,1478994.7303107055
49,1484002.4170479735
50,1485298.169669737
51,1497617.3313962352
52,1507677.7709187192
53,1485327.968150053
54,1489588.51054193
55,1491483.2440504606
56,1479460.0506356256
57,1484095.2237519068
58,1494358.589968077
59,1510012.308712819
60,1512145.4824016884
61,1517096.6069444292
62,1514724.3083217086
