,account_value
0,1514724.3065156937
1,1511748.2618200516
2,1510987.3347709568
3,1511119.9848868041
4,1510287.4438680708
5,1492249.7675786356
6,1490757.5240283234
7,1492240.7640270458
8,1492000.176703571
9,1492000.176703571
10,1492000.176703571
11,1492000.176703571
12,1492000.176703571
13,1492000.176703571
14,1492000.176703571
15,1492000.176703571
16,1492000.176703571
17,1492000.176703571
18,1492000.176703571
19,1492000.176703571
20,1492000.176703571
21,1492000.176703571
22,1492000.176703571
23,1492000.176703571
24,1492000.176703571
25,1492000.176703571
26,1492000.176703571
27,1492000.176703571
28,1492000.176703571
29,1492000.176703571
30,1492000.176703571
31,1492000.176703571
32,1492000.176703571
33,1492000.176703571
34,1491407.9481002078
35,1493517.7549335707
36,1493043.8876260987
37,1493043.8876260987
38,1493043.8876260987
39,1493043.8876260987
40,1493043.8876260987
41,1493043.8876260987
42,1493043.8876260987
43,1493043.8876260987
44,1493043.8876260987
45,1493043.8876260987
46,1493043.8876260987
47,1493043.8876260987
48,1493043.8876260987
49,1493043.8876260987
50,1493043.8876260987
51,1493043.8876260987
52,1493043.8876260987
53,1493043.8876260987
54,1492883.1810043561
55,1489881.6767858732
56,1490510.258186363
57,1494751.902425407
58,1503782.0085067023
59,1507988.0966915204
60,1514545.0311931684
61,1524370.1939052655
62,1524755.8922695233
