,rewards
0,-1255.7020106472773
1,2382.3403852530755
2,16369.108940839535
3,-3699.438654213329
4,11173.662843923084
5,-802.9784514815547
6,9762.132192314835
7,-1744.628424163675
8,3112.2950076546986
9,-29598.352907477878
10,9386.499025603523
11,-6787.481299391715
12,4672.093792395783
13,6727.810614947928
14,-2669.5612703770166
15,4919.582153192256
16,-752.9394299654523
17,-6794.535692741047
18,8637.944819776807
19,-5279.820999038173
20,-524.911133786547
21,1154.6443289949093
22,16099.415957160643
23,-5898.48128292826
24,-3961.7764571467414
25,-4816.299682408455
26,10989.422583514941
27,1598.1544498477597
28,595.5781046375632
29,-7369.064533362631
30,5523.571178377373
31,-1473.138576677069
32,-1705.3627898474224
33,-426.74930540355854
34,3125.6307031011675
35,-9506.17812317633
36,2413.569098257227
37,210.0856152838096
38,275.6606339830905
39,-1634.1797434375621
40,379.32438662997447
41,-3015.119528183015
42,110.66305114643183
43,11066.21968249383
44,-1878.4129033284262
45,4960.183880905621
46,-23591.62705846026
47,12542.113428299665
48,-18188.515756407403
49,-1400.0569419390522
50,6972.406817423995
51,-17.026574826217256
52,-3046.1173099501757
53,8782.417712950264
54,-2632.2677594566485
55,6798.9648836907
56,-1015.823233717354
57,-12110.962503864197
58,9185.121467990451
59,1351.9595890726196
60,-10302.80353429506
61,8905.455839050584
