,account_value
0,1429588.625
1,1431072.1847836059
2,1430938.1689717122
3,1430938.5386481092
4,1430882.3047989677
5,1430882.3047989677
6,1430882.3047989677
7,1430882.3047989677
8,1430882.3047989677
9,1430882.3047989677
10,1430882.3047989677
11,1430882.3047989677
12,1430882.3047989677
13,1430882.3047989677
14,1430882.3047989677
15,1430882.3047989677
16,1430882.3047989677
17,1430882.3047989677
18,1430882.3047989677
19,1430882.3047989677
20,1430882.3047989677
21,1430882.3047989677
22,1430882.3047989677
23,1430882.3047989677
24,1430882.3047989677
25,1430882.3047989677
26,1430882.3047989677
27,1430882.3047989677
28,1430882.3047989677
29,1430882.3047989677
30,1430882.3047989677
31,1430882.3047989677
32,1430882.3047989677
33,1430882.3047989677
34,1430882.3047989677
35,1430882.3047989677
36,1430882.3047989677
37,1430882.3047989677
38,1430882.3047989677
39,1430882.3047989677
40,1430882.3047989677
41,1430882.3047989677
42,1430882.3047989677
43,1430882.3047989677
44,1430882.3047989677
45,1430882.3047989677
46,1430882.3047989677
47,1430882.3047989677
48,1430882.3047989677
49,1430882.3047989677
50,1430882.3047989677
51,1430882.3047989677
52,1430882.3047989677
53,1430882.3047989677
54,1430882.3047989677
55,1430882.3047989677
56,1430882.3047989677
57,1430882.3047989677
58,1430882.3047989677
59,1430882.3047989677
60,1430882.3047989677
61,1430396.904631706
62,1430269.7124812931
