,rewards
0,-180.15090313577093
1,6465.9752239843365
2,14514.188713388052
3,-2140.287155182101
4,29894.277483306825
5,-10762.708437459543
6,16066.03356851195
7,-1060.4470679101069
8,54.438651349628344
9,-5423.354286116315
10,20132.19923236873
11,-4426.6535288025625
12,8489.543807321694
13,1295.4682276742533
14,-13549.433800641913
15,21885.314077442512
16,-2205.567309294129
17,-15186.962276579347
18,6611.100873510586
19,-4273.456185617717
20,-1129.8953963275999
21,32480.216650949325
22,29000.13334565377
23,9767.55650381418
24,-21785.34132589656
25,-27810.666732053738
26,33583.41772399354
27,45984.512304620584
28,40716.232716255356
29,-1290.32142099482
30,15679.959173295647
31,-15633.899028416723
32,14896.48507204093
33,-33775.820538033964
34,3116.8898193626665
35,-5574.162499313243
36,18952.591649464564
37,31849.638200183865
38,19470.68770162738
39,1361.5337618731428
40,829.7954342998564
41,27601.59722281457
42,14146.266395913903
43,2955.266790610738
44,-15487.344400665723
45,-77963.68793771905
46,-3317.945191223407
47,32119.38185967412
48,30406.842069354607
49,8176.549083802616
50,9219.362647872884
51,-6136.333256201819
52,51543.53111324459
53,-13294.799570438685
54,-26361.16108312062
55,21695.34250570857
56,-52948.46241008956
57,21106.288896955783
58,30682.259942695964
59,62594.93653502897
60,-10066.563228920568
61,58917.55101126502
