,rewards
0,2432.7021789602004
1,-113.8445676183328
2,0.0
3,511.3063885224983
4,-80.45998599147424
5,0.0
6,2045.8006153509486
7,-111.9203897472471
8,0.0
9,0.0
10,-2021.4871276544873
11,-261.6667679985985
12,-436.38731261203066
13,5342.820787917357
14,-2093.282169067068
15,-3522.066248331219
16,13100.462807107018
17,448.07457741280086
18,2052.7712835907005
19,13155.947682138765
20,5492.308295628522
21,-4438.102385950973
22,-1115.2875365586951
23,196.24639790831134
24,-349.32417058432475
25,3165.7443260950968
26,388.06370389368385
27,20.64830226241611
28,5203.503833401483
29,-520.818976973882
30,0.0
31,0.0
32,917.7362033769023
33,-112.7313073175028
34,0.0
35,-694.4855142789893
36,-465.418763644062
37,2238.9717242731713
38,-359.63128781551495
39,183.08519649039954
40,-307.3514054242987
41,-3610.6905590500683
42,-1434.014415071113
43,4527.102184569463
44,-69.48561208089814
45,3163.6695553842
46,-3586.225207120413
47,3045.9459773127455
48,5007.686737267999
49,1295.7526217636187
50,12319.161726498045
51,10060.439522484085
52,-22349.802768666297
53,4260.542391877156
54,1894.7335085305385
55,-12023.193414835026
56,4635.173116281163
57,10263.366216170136
58,15653.718744741986
59,2133.1736888694577
60,4951.124542740872
61,-2372.298622720642
