last_state
2039765.1
52.08511
138.61641
1254.8
31.46009
126.58329
48.604156
15.237222
240.41293
67.24
53.735588
15.92107
256.71127
131.89313
44.349697
138.54146
345.47653
5.4682393
331.80832
205.8025
69.130585
42.439217
45.71806
503.06
3.5367513
130.28415
55.476017
125.146255
107.0829
47.92904
22.03785
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.3184753
1.1657628
-0.4973019
0.21438313
-1.2781959
-0.57861334
0.1553004
11.322277
-1.2583995
-1.2854594
0.406192
-0.43040895
-0.66946876
0.034326483
-1.3896176
-1.2450479
-0.28977048
0.7524272
2.5324938
-0.51532507
-0.9682503
0.28773746
0.70077854
-0.20068964
2.7734857
0.70464694
0.3018238
1.3951143
0.047581576
-0.2714298
43.219807
55.80474
50.995564
55.03939
45.15861
45.866486
54.09646
71.33376
49.390415
36.09045
65.013535
54.940037
45.4571
50.54768
40.505436
44.782608
39.3191
52.21798
64.31599
37.623714
44.055584
43.970776
52.467434
29.757917
54.577
51.3651
54.74798
52.222626
47.316288
48.88555
-11.777027
-24.00513
-41.364643
-18.606174
35.62645
5.5482483
-27.266077
94.1009
14.535408
-82.07958
180.01965
55.836323
-27.269312
-58.10629
-164.50926
-113.556114
-83.32871
55.129604
62.17934
-165.47089
-67.86992
-58.180923
119.63859
-98.11634
97.12677
-10.74053
77.95094
66.354256
-74.93986
-47.749374
22.267874
24.463972
16.150707
23.821325
17.221228
17.006481
22.240776
49.831585
24.030388
24.413967
24.190351
19.317295
11.260984
19.477304
13.313961
15.02708
23.861877
17.734758
38.21832
19.48508
19.354876
16.138878
15.14186
42.474632
19.996134
32.73764
20.706469
17.44014
17.547169
12.213865
