,account_value
0,1127392.8707885742
1,1120772.0711877353
2,1122421.7082950193
3,1120342.6849264102
4,1123979.2213289826
5,1123108.2311807228
6,1120112.5324090465
7,1114522.6059335773
8,1128571.9864623728
9,1113164.2507615343
10,1110344.093361219
11,1120213.9229561337
12,1120671.2931132053
13,1125280.7979785486
14,1142239.7087526552
15,1147916.004883934
16,1154822.728891848
17,1145156.6516437018
18,1151645.0622632934
19,1161225.8832260133
20,1158754.5544627372
21,1159722.8972302366
22,1162120.7940732301
23,1157111.8625363319
24,1163203.134156415
25,1172955.3111483585
26,1171782.360595768
27,1171782.360595768
28,1171782.360595768
29,1171782.360595768
30,1171782.360595768
31,1171782.360595768
32,1171782.360595768
33,1171782.360595768
34,1171782.360595768
35,1171782.360595768
36,1171782.360595768
37,1171782.360595768
38,1171782.360595768
39,1171782.360595768
40,1171782.360595768
41,1171782.360595768
42,1170886.9434421936
43,1170711.1971230132
44,1171166.1638379125
45,1170750.9506518445
46,1170570.000710354
47,1169868.9740620307
48,1170649.7058039105
49,1169240.9799908744
50,1167504.6415605668
51,1165626.0308869611
52,1172101.212604307
53,1146798.7863937854
54,1144087.6602037197
55,1146624.4800560856
56,1145747.1883532002
57,1145747.1883532002
58,1145747.1883532002
59,1146660.6781421173
60,1145532.981380192
61,1144609.8759216024
62,1144748.5968555252
