,rewards
0,-38534.522807886126
1,5221.114893219899
2,23162.926023795968
3,-139.48429218819365
4,17777.159298111685
5,-1106.1152285931166
6,7135.79505140055
7,32554.55444464367
8,-1431.4604757814668
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,-343.4015584036242
31,1921.9384253837634
32,-1446.353154750308
33,-261.6819077595137
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,-176.40436591184698
47,-134.92530356533825
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
