,account_value
0,1598948.375
1,1598768.2240968642
2,1605234.1993208486
3,1619748.3880342366
4,1617608.1008790545
5,1647502.3783623613
6,1636739.6699249018
7,1652805.7034934137
8,1651745.2564255036
9,1651799.6950768533
10,1646376.340790737
11,1666508.5400231057
12,1662081.8864943031
13,1670571.4303016248
14,1671866.898529299
15,1658317.4647286572
16,1680202.7788060997
17,1677997.2114968055
18,1662810.2492202262
19,1669421.3500937368
20,1665147.893908119
21,1664017.9985117915
22,1696498.2151627408
23,1725498.3485083946
24,1735265.9050122087
25,1713480.5636863122
26,1685669.8969542584
27,1719253.314678252
28,1765237.8269828726
29,1805954.059699128
30,1804663.738278133
31,1820343.6974514287
32,1804709.798423012
33,1819606.283495053
34,1785830.462957019
35,1788947.3527763817
36,1783373.1902770684
37,1802325.781926533
38,1834175.4201267168
39,1853646.1078283442
40,1855007.6415902174
41,1855837.4370245172
42,1883439.0342473318
43,1897585.3006432457
44,1900540.5674338564
45,1885053.2230331907
46,1807089.5350954717
47,1803771.5899042482
48,1835890.9717639224
49,1866297.813833277
50,1874474.3629170796
51,1883693.7255649525
52,1877557.3923087507
53,1929100.9234219952
54,1915806.1238515566
55,1889444.962768436
56,1911140.3052741445
57,1858191.842864055
58,1879298.1317610107
59,1909980.3917037067
60,1972575.3282387357
61,1962508.765009815
62,2021426.3160210801
