,rewards
0,-12420.429508209229
1,-18283.72513961792
2,18824.28649520874
3,13763.848964691162
4,9637.296974182129
5,36.297157287597656
6,4566.123123168945
7,-2579.981029510498
8,6290.221008300781
9,-11947.475692749023
10,15525.520568847656
11,-26887.005100250244
12,-21649.894973754883
13,10974.961238861084
14,-1496.2488907319494
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,614.6969704627991
23,-288.00869808206335
24,1827.2736700060777
25,3556.7262270927895
26,7040.845986747881
27,-9162.491569240578
28,4485.174331665039
29,13209.338363647461
30,12264.251152038574
31,-3632.6998138427734
32,4344.28466796875
33,1786.8842086791992
34,-63.9945068359375
35,18696.557861328125
36,18773.37572479248
37,7321.841201782227
38,-4922.871070861816
39,-14475.86595916748
40,-7464.41633605957
41,1369.6878967285156
42,8144.078239440918
43,11126.954063415527
44,-3787.1443481445312
45,-10678.77791595459
46,14068.665229797363
47,1527.6145935058594
48,2492.275550842285
49,11688.750312805176
50,12798.669776916504
51,-4040.8552627563477
52,-1593.373926422093
53,0.0
54,0.0
55,-371.61489477101713
56,2736.310212421231
57,-2055.9803392409813
58,-7387.053976821946
59,694.3011292458978
60,27199.95695951092
61,3584.684583120281
