,account_value
0,1031793.5778522491
1,1025877.555012636
2,1028259.8953978891
3,1044629.0043387286
4,1040929.5656845153
5,1052103.2285284384
6,1051300.2500769568
7,1061062.3822692716
8,1059317.753845108
9,1062430.0488527627
10,1032831.6959452848
11,1042218.1949708883
12,1035430.7136714966
13,1040102.8074638924
14,1046830.6180788403
15,1044161.0568084633
16,1049080.6389616556
17,1048327.6995316901
18,1041533.163838949
19,1050171.1086587259
20,1044891.2876596877
21,1044366.3765259011
22,1045521.020854896
23,1061620.4368120567
24,1055721.9555291284
25,1051760.1790719817
26,1046943.8793895732
27,1057933.3019730882
28,1059531.456422936
29,1060127.0345275735
30,1052757.9699942109
31,1058281.5411725882
32,1056808.4025959112
33,1055103.0398060638
34,1054676.2905006602
35,1057801.9212037614
36,1048295.743080585
37,1050709.3121788423
38,1050919.397794126
39,1051195.0584281092
40,1049560.8786846716
41,1049940.2030713016
42,1046925.0835431186
43,1047035.746594265
44,1058101.9662767588
45,1056223.5533734304
46,1061183.737254336
47,1037592.1101958757
48,1050134.2236241754
49,1031945.707867768
50,1030545.650925829
51,1037518.057743253
52,1037501.0311684267
53,1034454.9138584766
54,1043237.3315714268
55,1040605.0638119702
56,1047404.0286956609
57,1046388.2054619435
58,1034277.2429580793
59,1043462.3644260698
60,1044814.3240151424
61,1034511.5204808473
62,1043416.9763198979
