,account_value
0,2021426.3797810078
1,2034086.0403137777
2,2032051.9569699513
3,2032051.9569699513
4,2032051.9569699513
5,2032051.9569699513
6,2032051.9569699513
7,2032051.9569699513
8,2032051.9569699513
9,2032051.9569699513
10,2032051.9569699513
11,2036239.423597026
12,2022621.5994932386
13,2023665.7248940931
14,2031628.9302021652
15,2014662.0929174162
16,2038300.893692735
17,2041260.8268004423
18,2039765.1252538497
19,2039765.1252538497
20,2039765.1252538497
21,2039765.1252538497
22,2039765.1252538497
23,2039765.1252538497
24,2039765.1252538497
25,2039765.1252538497
26,2039765.1252538497
27,2039765.1252538497
28,2039765.1252538497
29,2039765.1252538497
30,2039765.1252538497
31,2039765.1252538497
32,2039765.1252538497
33,2039765.1252538497
34,2039765.1252538497
35,2039765.1252538497
36,2039765.1252538497
37,2039765.1252538497
38,2039765.1252538497
39,2039765.1252538497
40,2039765.1252538497
41,2039765.1252538497
42,2039765.1252538497
43,2039765.1252538497
44,2039765.1252538497
45,2039765.1252538497
46,2039765.1252538497
47,2039765.1252538497
48,2039765.1252538497
49,2039765.1252538497
50,2039765.1252538497
51,2039765.1252538497
52,2039765.1252538497
53,2039765.1252538497
54,2039765.1252538497
55,2039765.1252538497
56,2039765.1252538497
57,2039765.1252538497
58,2039765.1252538497
59,2039765.1252538497
60,2039765.1252538497
61,2039765.1252538497
62,2039765.1252538497
