,account_value
0,1616183.5284801722
1,1617918.4089838266
2,1624551.9010158777
3,1631719.1746736765
4,1623821.019678712
5,1641483.339127183
6,1639841.8573365554
7,1639841.8573365554
8,1639841.8573365554
9,1639841.8573365554
10,1639841.8573365554
11,1639841.8573365554
12,1639841.8573365554
13,1639841.8573365554
14,1639841.8573365554
15,1639841.8573365554
16,1639841.8573365554
17,1639841.8573365554
18,1639841.8573365554
19,1639841.8573365554
20,1639841.8573365554
21,1639841.8573365554
22,1639841.8573365554
23,1639841.8573365554
24,1639841.8573365554
25,1639841.8573365554
26,1639841.8573365554
27,1639841.8573365554
28,1641210.150353466
29,1640913.6961607328
30,1640913.6961607328
31,1640913.6961607328
32,1640913.6961607328
33,1631544.5919929845
34,1610732.169663845
35,1612323.102418362
36,1611497.4803120957
37,1611330.1954291689
38,1623820.0678770407
39,1599721.9025562634
40,1598948.4067612041
41,1598948.4067612041
42,1598948.4067612041
43,1598948.4067612041
44,1598948.4067612041
45,1598948.4067612041
46,1598948.4067612041
47,1598948.4067612041
48,1598948.4067612041
49,1598948.4067612041
50,1598948.4067612041
51,1598948.4067612041
52,1598948.4067612041
53,1598948.4067612041
54,1598948.4067612041
55,1598948.4067612041
56,1598948.4067612041
57,1598948.4067612041
58,1598948.4067612041
59,1598948.4067612041
60,1598948.4067612041
61,1598948.4067612041
62,1598948.4067612041
