,account_value
0,1488361.3275227547
1,1497981.249054432
2,1479697.523914814
3,1498521.8104100227
4,1512285.659374714
5,1521922.956348896
6,1521959.2535061836
7,1526525.3766293526
8,1523945.395599842
9,1530235.6166081429
10,1518288.1409153938
11,1533813.6614842415
12,1506926.6563839912
13,1485276.7614102364
14,1496251.7226490974
15,1494755.4737583655
16,1494755.4737583655
17,1494755.4737583655
18,1494755.4737583655
19,1494755.4737583655
20,1494755.4737583655
21,1494755.4737583655
22,1494755.4737583655
23,1495370.1707288283
24,1495082.1620307462
25,1496909.4357007523
26,1500466.161927845
27,1507507.007914593
28,1498344.5163453524
29,1502829.6906770174
30,1516039.029040665
31,1528303.2801927035
32,1524670.5803788607
33,1529014.8650468295
34,1530801.7492555087
35,1530737.7547486727
36,1549434.3126100008
37,1568207.6883347933
38,1575529.5295365755
39,1570606.6584657137
40,1556130.7925065462
41,1548666.3761704867
42,1550036.0640672152
43,1558180.142306656
44,1569307.0963700716
45,1565519.952021927
46,1554841.1741059725
47,1568909.8393357699
48,1570437.4539292757
49,1572929.729480118
50,1584618.4797929232
51,1597417.1495698397
52,1593376.2943070834
53,1591782.9203806613
54,1591782.9203806613
55,1591782.9203806613
56,1591411.3054858902
57,1594147.6156983115
58,1592091.6353590705
59,1584704.5813822486
60,1585398.8825114944
61,1612598.8394710054
62,1616183.5240541256
