,rewards
0,14195.271898088511
1,-13583.69365777867
2,-1470.0944837804418
3,-5846.355994782876
4,18653.453266916797
5,18223.591156777693
6,6308.884465225507
7,3662.708858186379
8,856.0330990354996
9,-40327.550844699144
10,10244.465448416071
11,-2668.76279151137
12,3961.108391322661
13,-7026.163928759983
14,-5725.122374560917
15,820.8748898233753
16,-15960.156923187198
17,-25125.47685286065
18,14895.998071591952
19,-14014.564337592456
20,-12598.44369821425
21,-3466.333568952512
22,677.5236328808824
23,3343.6071167459013
24,13686.090110529098
25,-18259.098229471245
26,-11696.542670699419
27,1080.6852328696987
28,12189.391371685197
29,-12103.727453242289
30,7334.887379758293
31,-12142.728813069407
32,12488.213511571637
33,5430.712323482148
34,21809.490104266326
35,7394.028363474528
36,5885.410281157121
37,3082.737774297828
38,890.207650997676
39,-2920.657353673363
40,2969.688291668659
41,-8438.487578074448
42,5090.097042556154
43,-313.1451038871892
44,-3233.7996192909777
45,-8610.150813597254
46,-17890.402031959035
47,-5872.542716102558
48,-915.9643056638306
49,-2950.2853115831967
50,7773.601372156176
51,-5276.795409018756
52,3052.508755391813
53,-7870.526642222656
54,-2525.166353553883
55,17422.42999460199
56,-34390.965746827074
57,-21196.668414207874
58,23582.55978442682
59,20564.610472868313
60,4299.196072601131
61,13121.79954180913
