,Turbulences
2010-07-12,25.95236477755679
2010-07-13,22.33944246751417
2010-07-14,15.148612353018718
2010-07-15,15.356934930141469
2010-07-16,50.58104787388727
2010-07-19,30.03071342373953
2010-07-20,82.41044245953304
2010-07-21,65.59082060413569
2010-07-22,96.49662299653752
2010-07-23,71.65199761817199
2010-07-26,33.22062189651348
2010-07-27,22.789279596133916
2010-07-28,19.155386527914768
2010-07-29,34.70970133448922
2010-07-30,30.42725963658489
2010-08-02,41.7162631031828
2010-08-03,21.42367349894666
2010-08-04,30.607566958588546
2010-08-05,14.662382557097647
2010-08-06,17.83108618914291
2010-08-09,21.70966591674988
2010-08-10,28.6875887578609
2010-08-11,53.86369537685558
2010-08-12,37.81813721758039
2010-08-13,25.697498011631755
2010-08-16,14.45022906756885
2010-08-17,47.56285385623256
2010-08-18,16.113008853815582
2010-08-19,41.50925510845431
2010-08-20,17.951729830721316
2010-08-23,21.702931002444323
2010-08-24,17.165411479008938
2010-08-25,11.39794960478343
2010-08-26,13.679609178351534
2010-08-27,16.15054798361129
2010-08-30,14.596745290756
2010-08-31,22.4124416272018
2010-09-01,32.73834473742225
2010-09-02,12.88021938326663
2010-09-03,10.191891083728208
2010-09-07,60.42046681822493
2010-09-08,32.233326942095914
2010-09-09,30.10524942973593
2010-09-10,21.291323323063995
2010-09-13,32.21883418504152
2010-09-14,35.66792733754042
2010-09-15,30.529113087382115
2010-09-16,20.67048859550917
2010-09-17,74.31093291952568
2010-09-20,10.559503352003368
2010-09-21,36.43838309894362
2010-09-22,25.780161263060243
2010-09-23,14.710813484094531
2010-09-24,26.17529885679132
2010-09-27,9.208836546065193
2010-09-28,10.060132199247697
2010-09-29,13.519258327745268
2010-09-30,15.851984993446868
2010-10-01,32.8709993260191
2010-10-04,14.770662438921274
2010-10-05,18.62305980707383
2010-10-06,17.46671925463608
2010-10-07,29.26024436708119
2010-10-08,22.45212788462814
2010-10-11,10.46397130707035
2010-10-12,32.31043701922067
2010-10-13,30.95289746041984
2010-10-14,28.819718981945268
2010-10-15,34.34375560607091
2010-10-18,31.403672705781148
2010-10-19,32.359571622340724
2010-10-20,80.79316056750774
2010-10-21,72.46084644477295
2010-10-22,90.23624022780189
2010-10-25,14.12899334771578
2010-10-26,20.173082358435146
2010-10-27,22.897099124018837
2010-10-28,19.28111237111688
2010-10-29,25.33937241787492
2010-11-01,12.577821654361648
2010-11-02,16.305788153310623
2010-11-03,24.86950815122601
2010-11-04,45.375236903296354
2010-11-05,45.42184552139896
2010-11-08,9.881076000157885
2010-11-09,15.213554091891126
2010-11-10,16.058886161051003
2010-11-11,18.61584414545904
2010-11-12,26.657496959620843
2010-11-15,14.467441176168018
2010-11-16,24.75185305807139
2010-11-17,36.41035003692133
2010-11-18,17.958430027526557
2010-11-19,14.622746741139862
2010-11-22,21.26923865235377
2010-11-23,15.479227515644888
2010-11-24,12.038222991355806
2010-11-26,7.818231198959547
2010-11-29,39.94248531160205
2010-11-30,23.975748813995207
2010-12-01,34.51258626112598
2010-12-02,61.32980760386612
2010-12-03,27.06547320266703
2010-12-06,13.549044334839952
2010-12-07,19.546335445097814
2010-12-08,24.1154918619509
2010-12-09,23.98215783473309
2010-12-10,12.197669795255072
2010-12-13,27.632706131625625
2010-12-14,28.752698147094613
2010-12-15,17.26270688828014
2010-12-16,85.61927952268734
2010-12-17,26.25725495799112
2010-12-20,5.881743682461174
2010-12-21,30.29156167615408
2010-12-22,10.618292673718749
2010-12-23,8.261905642337137
2010-12-27,13.038839172819694
2010-12-28,3.892621033856983
2010-12-29,7.0459574318910025
2010-12-30,6.970550299213919
2010-12-31,12.988364512806262
2011-01-03,33.38843300385808
2011-01-04,42.50142022793506
2011-01-05,45.07883494877344
2011-01-06,101.42216735219417
2011-01-07,19.139500362883037
2011-01-10,19.370907170274556
2011-01-11,19.71521172781773
2011-01-12,64.98638057758463
2011-01-13,77.53006390820171
2011-01-14,20.15370865255444
2011-01-18,60.953586224175766
2011-01-19,21.40709045886748
2011-01-20,51.77008206407445
2011-01-21,22.17031802939926
2011-01-24,49.11809273562574
2011-01-25,31.74724077670824
2011-01-26,26.626417344707807
2011-01-27,75.83971732236584
2011-01-28,25.076253388541165
2011-01-31,20.672573121707693
2011-02-01,29.804935018873483
2011-02-02,96.52597387210298
2011-02-03,36.23806576231775
2011-02-04,11.386623945268408
2011-02-07,22.9553298181932
2011-02-08,24.53590193704882
2011-02-09,22.192208470867268
2011-02-10,58.81071928625992
2011-02-11,54.14634852184657
2011-02-14,33.68085566898726
2011-02-15,41.95812749768503
2011-02-16,13.762596643504953
2011-02-17,38.93006963752224
2011-02-18,36.524005536638846
2011-02-22,31.292019972230456
2011-02-23,33.10312049898169
2011-02-24,7.303843564744994
2011-02-25,20.041445712492607
2011-02-28,52.32125823616349
2011-03-01,34.35078745495594
2011-03-02,26.27603212559612
2011-03-03,31.2729916247476
2011-03-04,16.67364939262295
2011-03-07,12.717734166269516
2011-03-08,41.24070163360852
2011-03-09,30.22727853201265
2011-03-10,33.28453195120965
2011-03-11,15.777624663519566
2011-03-14,22.876342178523707
2011-03-15,32.44215075695924
2011-03-16,29.171086779619657
2011-03-17,34.62117455599232
2011-03-18,20.69992250929891
2011-03-21,17.7362906349646
2011-03-22,14.167502963040556
2011-03-23,14.64908968678373
2011-03-24,28.577430623296788
2011-03-25,31.439159641461806
2011-03-28,40.243483868996
2011-03-29,25.50892387773261
2011-03-30,20.68006117194213
2011-03-31,13.626147020663632
2011-04-01,13.24493896273232
2011-04-04,21.10628903071719
2011-04-05,18.47936085678909
2011-04-06,18.027248456311973
2011-04-07,15.285170963727262
2011-04-08,16.796088537837964
2011-04-11,14.673916541892613
2011-04-12,22.62722101101943
2011-04-13,28.531821881726604
2011-04-14,20.00476527098428
2011-04-15,13.86740167334204
2011-04-18,17.201490934138175
2011-04-19,57.69580895693948
2011-04-20,57.018571195584585
2011-04-21,41.32381370360777
2011-04-25,14.88891884634522
2011-04-26,62.39610717441858
2011-04-27,15.072949639067192
2011-04-28,22.357969943732968
2011-04-29,25.618963248985214
2011-05-02,19.796808290529835
2011-05-03,30.864801282372788
2011-05-04,16.656493094603917
2011-05-05,67.16065803431135
2011-05-06,6.572840278831745
2011-05-09,15.425505804057376
2011-05-10,10.529702388515018
2011-05-11,48.918742624344695
2011-05-12,17.177746243145194
2011-05-13,42.75300937130459
2011-05-16,23.250753601438777
2011-05-17,31.018705148686077
2011-05-18,12.80517711350436
2011-05-19,16.173822037880175
2011-05-20,132.0581004946088
2011-05-23,14.96552883868045
2011-05-24,10.542565925968235
2011-05-25,24.26558792789292
2011-05-26,21.37673467043611
2011-05-27,19.34901525287114
2011-05-31,45.92931903432314
2011-06-01,23.32213520360302
2011-06-02,18.09242245772257
2011-06-03,13.804362690241708
2011-06-06,15.68336442242205
2011-06-07,14.361630840256822
2011-06-08,23.46055875895287
2011-06-09,14.10095571258906
2011-06-10,15.921339314225396
2011-06-13,18.1267750884522
2011-06-14,29.658195213955587
2011-06-15,15.38181497000258
2011-06-16,16.38514198774439
2011-06-17,12.46497834902584
2011-06-20,18.392297987797072
2011-06-21,14.049660866185771
2011-06-22,17.32881388111978
2011-06-23,65.44631039157417
2011-06-24,49.50604970747662
2011-06-27,14.760671080885418
2011-06-28,25.56186337603556
2011-06-29,91.74927855966766
2011-06-30,29.161228460449035
2011-07-01,17.946587795671665
2011-07-05,15.215527733605596
2011-07-06,15.52147791411404
2011-07-07,20.62865850966102
2011-07-08,11.816550793851787
2011-07-11,8.876575949001325
2011-07-12,12.317303230888887
2011-07-13,9.21652675667063
2011-07-14,18.63134583169812
2011-07-15,8.368445558794448
2011-07-18,9.554767929332822
2011-07-19,44.08067529497989
2011-07-20,21.473167432709843
2011-07-21,98.6300289987856
2011-07-22,62.42424538623292
2011-07-25,18.129118518338544
2011-07-26,18.34436194999109
2011-07-27,33.07086637310522
2011-07-28,27.697539212382843
2011-07-29,19.64729180508419
2011-08-01,36.06904251816597
2011-08-02,19.63650403564072
2011-08-03,116.89929582917682
2011-08-04,62.39549478741885
2011-08-05,52.12425138700542
2011-08-08,87.39903271605218
2011-08-09,95.17783150634388
2011-08-10,61.92345539541669
2011-08-11,67.04755923407974
2011-08-12,58.025824842790335
2011-08-15,57.28980313936646
2011-08-16,63.151460671425255
2011-08-17,29.8867480792837
2011-08-18,49.61854677056063
2011-08-19,40.626933792756745
2011-08-22,16.387481634105633
2011-08-23,54.12739323133343
2011-08-24,38.70779406835864
2011-08-25,38.28731160999879
2011-08-26,26.62622808832697
2011-08-29,35.44104728168346
2011-08-30,18.867279317091345
2011-08-31,19.019125391185785
2011-09-01,23.222358024427663
2011-09-02,21.237595786423075
2011-09-06,27.41085337352529
2011-09-07,51.67802361399555
2011-09-08,24.73500557358012
2011-09-09,45.338317090682
2011-09-12,25.917020195204785
2011-09-13,27.91931017847909
2011-09-14,20.98731607039893
2011-09-15,76.46018593918575
2011-09-16,40.627093028539335
2011-09-19,50.20687453403403
2011-09-20,34.45467265180506
2011-09-21,80.77662156817263
2011-09-22,67.65027857510184
2011-09-23,42.4787790483416
2011-09-26,44.18346536304223
2011-09-27,17.516961753074238
2011-09-28,27.46909707935305
2011-09-29,51.3233052441508
2011-09-30,62.49437661206606
2011-10-03,63.52994160152336
2011-10-04,87.13660653282861
2011-10-05,31.953430724116203
2011-10-06,32.34105844044026
2011-10-07,36.16762048692506
2011-10-10,28.40468641107484
2011-10-11,29.545901180598296
2011-10-12,34.87098932398384
2011-10-13,40.13740125187334
2011-10-14,24.55149721763351
2011-10-17,61.69945973107482
2011-10-18,40.151372198883
2011-10-19,47.40017417681143
2011-10-20,30.220452677159752
2011-10-21,54.93085994987352
2011-10-24,42.583136610366935
2011-10-25,139.98927558327915
2011-10-26,34.63960953997297
2011-10-27,99.3245739518481
2011-10-28,39.11853225381154
2011-10-31,32.40466778786579
2011-11-01,22.00180664260905
2011-11-02,39.22270443572706
2011-11-03,45.1057956671999
2011-11-04,19.682312758838
2011-11-07,24.21651324350429
2011-11-08,25.59345909721877
2011-11-09,31.804436901904836
2011-11-10,30.516424531483597
2011-11-11,16.261963430674378
2011-11-14,13.811112196947349
2011-11-15,22.33731738364672
2011-11-16,168.7576865057551
2011-11-17,25.197459471135048
2011-11-18,13.156088262773764
2011-11-21,60.73734874865885
2011-11-22,44.06528359837846
2011-11-23,24.45770837365017
2011-11-25,17.025466606062494
2011-11-28,34.49843925078256
2011-11-29,60.06533058614626
2011-11-30,60.61073032338328
2011-12-01,18.23356721801343
2011-12-02,40.597678673266174
2011-12-05,39.18746033905604
2011-12-06,22.734988585835787
2011-12-07,36.22556295579395
2011-12-08,29.017583537211586
2011-12-09,10.333699142274176
2011-12-12,20.57957903413199
2011-12-13,22.71953350078255
2011-12-14,58.87009307611519
2011-12-15,81.54463176883588
2011-12-16,37.29819164668044
2011-12-19,29.089672375962163
2011-12-20,23.578937360771523
2011-12-21,118.38598676979112
2011-12-22,59.623396408095424
2011-12-23,13.349635070056506
2011-12-27,14.162998319605428
2011-12-28,11.427646275159322
2011-12-29,7.772776991370116
2011-12-30,5.347947831545267
2012-01-03,41.74910751667065
2012-01-04,57.109386158646295
2012-01-05,39.621649279163
2012-01-06,33.7214662639722
2012-01-09,26.24310606918741
2012-01-10,25.824068212969653
2012-01-11,33.85086084810729
2012-01-12,10.729450420519909
2012-01-13,32.70910784086433
2012-01-17,27.713853289236926
2012-01-18,27.95802921612729
2012-01-19,69.0680216577331
2012-01-20,31.97932929546769
2012-01-23,21.95769419941668
2012-01-24,28.564122276424488
2012-01-25,35.21781746426833
2012-01-26,76.23029350130021
2012-01-27,29.635572577400684
2012-01-30,16.124250035500225
2012-01-31,19.859725419127496
2012-02-01,17.250851391278214
2012-02-02,83.58217075368272
2012-02-03,61.18294504809936
2012-02-06,16.240054981033914
2012-02-07,14.565661197226635
2012-02-08,16.28897115149352
2012-02-09,38.44131445758797
2012-02-10,16.986807685620427
2012-02-13,17.35160548048451
2012-02-14,29.24891132973979
2012-02-15,8.515107546251858
2012-02-16,15.09733559494056
2012-02-17,140.74603070545456
2012-02-21,34.38671437360481
2012-02-22,16.50038949037023
2012-02-23,26.267013728099435
2012-02-24,31.893575552017307
2012-02-27,30.59308848341951
2012-02-28,14.23356631889653
2012-02-29,20.54603127180084
2012-03-01,45.09691126406926
2012-03-02,9.286692116469116
2012-03-05,20.80184685471878
2012-03-06,14.723411297154646
2012-03-07,19.01383032869982
2012-03-08,40.9864760385353
2012-03-09,10.675626169569066
2012-03-12,12.421279458741642
2012-03-13,25.254804082591285
2012-03-14,14.310176200345854
2012-03-15,24.68997813896381
2012-03-16,18.11719850394944
2012-03-19,14.843441711717414
2012-03-20,17.222921943797036
2012-03-21,20.86552750719415
2012-03-22,19.35807387458684
2012-03-23,17.560480431312985
2012-03-26,16.581751288312223
2012-03-27,12.849809134099608
2012-03-28,29.673170235506365
2012-03-29,17.231076769122968
2012-03-30,12.316175432417417
2012-04-02,12.196289369425047
2012-04-03,17.98790117434148
2012-04-04,21.20720761899027
2012-04-05,13.434261109921172
2012-04-09,19.76410226745452
2012-04-10,20.757242817631685
2012-04-11,56.75025589221182
2012-04-12,31.0721255662
2012-04-13,27.793566924458435
2012-04-16,24.37656769122129
2012-04-17,21.52622193514759
2012-04-18,17.980992448234858
2012-04-19,190.37412096105064
2012-04-20,22.50846682703479
2012-04-23,10.850723910010954
2012-04-24,36.37863129106915
2012-04-25,43.9706060717404
2012-04-26,26.921297007785597
2012-04-27,23.052914119952163
2012-04-30,16.4831376519631
2012-05-01,8.439573228290776
2012-05-02,17.047816969237477
2012-05-03,17.317514765866605
2012-05-04,22.384379161892912
2012-05-07,20.794809672038237
2012-05-08,23.518677651433656
2012-05-09,21.56373082351345
2012-05-10,23.90534949054005
2012-05-11,36.40683915262751
2012-05-14,18.71408330163323
2012-05-15,25.684770463206675
2012-05-16,31.598498191169664
2012-05-17,48.34956768283057
2012-05-18,25.11827465135375
2012-05-21,29.48976918912788
2012-05-22,13.773365256339616
2012-05-23,17.458532000419794
2012-05-24,24.977824751732804
2012-05-25,13.489378687949618
2012-05-29,15.964013585601217
2012-05-30,21.08919515791716
2012-05-31,25.032386377274538
2012-06-01,40.2418504437084
2012-06-04,53.91666152915749
2012-06-05,23.802343064949778
2012-06-06,32.07340257381436
2012-06-07,25.155083728839895
2012-06-08,20.149436884200068
2012-06-11,22.962908017088328
2012-06-12,49.563238658664375
2012-06-13,45.60076149911392
2012-06-14,65.03471783332995
2012-06-15,18.500948378633677
2012-06-18,31.404279068881557
2012-06-19,19.20291861012112
2012-06-20,17.078718491046512
2012-06-21,31.198116585439163
2012-06-22,28.54049197661421
2012-06-25,27.88529316306908
2012-06-26,17.38839303123667
2012-06-27,33.312218093374305
2012-06-28,26.643620808406688
2012-06-29,35.239466270588906
2012-07-02,22.31425695113936
2012-07-03,31.73883761335185
2012-07-05,30.62843289826421
2012-07-06,12.90697960860888
2012-07-09,17.226210295488364
2012-07-10,21.765397974254668
2012-07-11,25.38752057220757
2012-07-12,46.02752580915497
2012-07-13,14.478739157041002
2012-07-16,23.399645139955183
2012-07-17,28.48230910491692
2012-07-18,34.28867159068312
2012-07-19,98.5819889396129
2012-07-20,153.02222540605237
2012-07-23,38.17543956669192
2012-07-24,33.47764691194388
2012-07-25,82.72196144290233
2012-07-26,46.58542447230252
2012-07-27,34.4387199689169
2012-07-30,18.225920784029334
2012-07-31,43.50064379858832
2012-08-01,29.489117973905216
2012-08-02,210.67201760573573
2012-08-03,32.3994280040157
2012-08-06,29.9815710127472
2012-08-07,36.32898160352257
2012-08-08,22.404899682474102
2012-08-09,27.23156925143861
2012-08-10,17.581817239804092
2012-08-13,15.486552004614133
2012-08-14,20.11427652847784
2012-08-15,18.764484666629
2012-08-16,25.0272428015476
2012-08-17,20.8930586764152
2012-08-20,15.415344958765369
2012-08-21,21.96125216286971
2012-08-22,17.30548232132541
2012-08-23,35.18003014772343
2012-08-24,20.84514859153896
2012-08-27,18.33633061574288
2012-08-28,15.12644422995149
2012-08-29,17.30698150320364
2012-08-30,42.89411996375775
2012-08-31,9.141557242333436
2012-09-04,32.10479779964728
2012-09-05,57.92527138708012
2012-09-06,17.397048305901095
2012-09-07,64.01767044036264
2012-09-10,13.60900271256702
2012-09-11,23.68847691316583
2012-09-12,21.243957088652365
2012-09-13,17.126171639934086
2012-09-14,41.0263320289761
2012-09-17,39.22396253911022
2012-09-18,18.64390798442681
2012-09-19,10.022107285611844
2012-09-20,13.473875644435411
2012-09-21,17.846768637569035
2012-09-24,6.239190076054249
2012-09-25,23.965024454513863
2012-09-26,11.60027599906402
2012-09-27,20.684813361361783
2012-09-28,16.795209296637413
2012-10-01,23.776472373481933
2012-10-02,22.046166294092703
2012-10-03,30.8128193040228
2012-10-04,21.209226702358205
2012-10-05,30.19722960555241
2012-10-08,53.77995506998232
2012-10-09,35.07955382772759
2012-10-10,53.25006252897844
2012-10-11,17.432533342329478
2012-10-12,19.013357853871742
2012-10-15,34.002421384633
2012-10-16,24.572315171479254
2012-10-17,30.28040866841436
2012-10-18,55.970766801504055
2012-10-19,84.96588560640105
2012-10-22,14.833259648574447
2012-10-23,18.222985696480137
2012-10-24,58.02945038938911
2012-10-25,38.90982307232663
2012-10-26,36.29373563424338
2012-10-31,51.80479915620535
2012-11-01,31.11498489835424
2012-11-02,16.418541637009216
2012-11-05,12.773164401935713
2012-11-06,23.838940221539
2012-11-07,37.15637303905317
2012-11-08,42.65324796680622
2012-11-09,12.21179128919443
2012-11-12,85.78991090658329
2012-11-13,27.494862565342583
2012-11-14,22.75599678151059
2012-11-15,20.271056400028726
2012-11-16,19.402125901279188
2012-11-19,34.37745285226419
2012-11-20,8.20173095696162
2012-11-21,30.80113922744254
2012-11-23,13.902863985171091
2012-11-26,42.16890915753718
2012-11-27,14.884713212878047
2012-11-28,8.0364286802829
2012-11-29,26.67427895491385
2012-11-30,13.877961479506329
2012-12-03,18.22596400501905
2012-12-04,78.04888415847869
2012-12-05,108.30055447645675
2012-12-06,16.855771504491106
2012-12-07,8.596921532839753
2012-12-10,24.999211501362613
2012-12-11,23.45058335706586
2012-12-12,21.93507199534936
2012-12-13,22.052456052089944
2012-12-14,25.089117185664428
2012-12-17,29.121597165914498
2012-12-18,31.914258769409624
2012-12-19,31.850774980201823
2012-12-20,30.44083578843952
2012-12-21,15.841446513767576
2012-12-24,6.077455344999208
2012-12-26,9.628453379117667
2012-12-27,5.423595135279422
2012-12-28,8.323033441296554
2012-12-31,13.032893529821855
2013-01-02,42.87414612790799
2013-01-03,31.06219290948268
2013-01-04,30.36099964891485
2013-01-07,29.598556121097094
2013-01-08,30.811208588332
2013-01-09,27.87038043343045
2013-01-10,59.516378188142674
2013-01-11,12.530350038804082
2013-01-14,12.382302417182686
2013-01-15,18.346553059872267
2013-01-16,19.420435489014302
2013-01-17,15.700790647270404
2013-01-18,43.11817541056475
2013-01-22,30.5199519484073
2013-01-23,15.55130028484228
2013-01-24,182.9394041402182
2013-01-25,37.657162146112086
2013-01-28,31.01637879628296
2013-01-29,25.506429592861508
2013-01-30,12.227400093599924
2013-01-31,25.15463728380473
2013-02-01,39.72101018546915
2013-02-04,20.91165471268509
2013-02-05,24.08338430626784
2013-02-06,31.7593283919659
2013-02-07,23.85542649940877
2013-02-08,9.784428268545582
2013-02-11,11.874321945696856
2013-02-12,28.12480887402568
2013-02-13,14.301148380818004
2013-02-14,20.220051064269235
2013-02-15,22.61367757189563
2013-02-19,34.533867318758304
2013-02-20,19.44202817284645
2013-02-21,24.35721609906408
2013-02-22,21.75446122352413
2013-02-25,33.695764468364644
2013-02-26,44.0426830896214
2013-02-27,35.63948475582207
2013-02-28,12.325919588412098
