,account_value
0,1063471.3619952202
1,1055859.3470338602
2,1057772.9203105485
3,1077049.8853880747
4,1074645.9785143035
5,1088274.388656224
6,1089620.4632524422
7,1098762.5991509266
8,1096048.04274423
9,1100124.0387809153
10,1059104.9706831272
11,1069456.4733512022
12,1062336.4797582754
13,1067117.6195736239
14,1076301.9450292345
15,1088689.4038391707
16,1086793.411731467
17,1081452.6137939757
18,1080288.112000678
19,1089826.165042099
20,1075997.488283483
21,1077832.8666094719
22,1081805.0262533366
23,1092295.1123699604
24,1083536.1800823451
25,1080452.867941541
26,1077912.4987831714
27,1096442.4016285723
28,1100853.8637412796
29,1102347.8944818994
30,1099198.6225989736
31,1103560.6342866449
32,1106081.9515974266
33,1107817.5470151138
34,1102740.3789131604
35,1108100.6606543341
36,1099113.0519516913
37,1105923.9914796539
38,1107390.0522658017
39,1112489.8982118673
40,1113579.0832820344
41,1108254.0087561926
42,1110263.5610513221
43,1112339.1428964052
44,1123374.8225980573
45,1121391.6090837198
46,1124155.0153960113
47,1096424.5319583053
48,1116267.3621087887
49,1093148.0208378024
50,1097786.2778390406
51,1109259.3949295722
52,1112216.7361493525
53,1106632.99135963
54,1109584.923471697
55,1120365.6731196272
56,1125954.4028531692
57,1124882.9139366988
58,1113845.190438884
59,1133808.6704976384
60,1130741.558560641
61,1121878.5302564215
62,1137180.4703453602
