,rewards
0,14318.867039547069
1,4590.623172959546
2,7700.400465351064
3,-4802.528192368802
4,18609.22604872007
5,-176.29753833636642
6,-6688.647093235748
7,4552.495122621302
8,-8531.55007734336
9,6509.692016431596
10,-530.495515946066
11,-1284.438230219297
12,-2127.045991464518
13,-1256.2712488165125
14,0.0
15,-261.8303421519231
16,-120.32195961056277
17,0.0
18,0.0
19,-361.8679124286864
20,-128.92356751975603
21,0.0
22,0.0
23,0.0
24,0.0
25,515.5428788636345
26,970.7480571647175
27,693.3336417351384
28,1686.0576892623212
29,4125.9540909319185
30,-403.8242734398227
31,2204.0958843927365
32,5624.445006482769
33,-2484.6108962313738
34,-6935.199524112744
35,936.3055967076216
36,4742.415769770043
37,-8512.288650770904
38,9764.336289382773
39,-11136.113249258837
40,166.97089630924165
41,-4159.694529262604
42,-8684.880172287347
43,1118.4807883510366
44,5529.883773192065
45,-1506.2124760583974
46,964.4507505006623
47,-5518.7117357836105
48,3292.952922173543
49,-800.6752098933794
50,1634.896914912155
51,-8588.230552837951
52,9875.910293217748
53,15515.582320123445
54,-3320.0452650152147
55,-2126.7264019860886
56,1647.9934169806074
57,22634.524485463742
58,13694.300293134293
59,19078.671673237346
60,244.68753509852104
61,12456.188893076498
