,rewards
0,1731.0108429058455
1,1156.7943017119542
2,5438.11028413102
3,-5891.915073603392
4,12134.307035630569
5,-1237.8609483668115
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,833.8461659888271
28,-145.19005525996909
29,0.0
30,0.0
31,0.0
32,-6868.131678202888
33,-11962.839929849608
34,1684.8972602621652
35,-461.88412448065355
36,1046.0792874093167
37,6594.975090458989
38,-16585.305332773365
39,-487.9303177432157
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
