,account_value
0,1058779.64383021
1,1054822.7892613949
2,1045246.4564711573
3,1046516.487347854
4,1039813.1093826833
5,1049812.0545507416
6,1061971.2591962633
7,1063868.5770101584
8,1067593.7846169001
9,1068579.6779864687
10,1052712.1996471388
11,1056009.8919766564
12,1049222.403466846
13,1051281.3060163436
14,1045771.4285239964
15,1051434.8555223679
16,1053900.8946474423
17,1045597.1491064163
18,1036960.8705530163
19,1046010.0784400479
20,1037648.5436102251
21,1030811.7768530976
22,1029754.4261000669
23,1036149.1777928539
24,1034686.8109713334
25,1047909.3214218613
26,1033331.7078762307
27,1029633.8030289094
28,1026396.6681957226
29,1038016.0548796959
30,1029070.8074932776
31,1032891.4207339792
32,1022692.7471728617
33,1033112.9117950265
34,1038072.6026151832
35,1055429.4114130293
36,1060401.2446221383
37,1065331.4164759847
38,1070254.0681616352
39,1067642.7050001477
40,1067842.6796738303
41,1069971.2338978022
42,1064075.792085541
43,1072240.692163539
44,1070900.387616539
45,1064737.0857651972
46,1061784.293921702
47,1045376.7169672057
48,1038499.0027148146
49,1040160.7459575825
50,1040875.9228300585
51,1043405.527581768
52,1036826.7032380837
53,1040861.4980826295
54,1033492.4106745259
55,1030910.8927954152
56,1046312.9843743417
57,1012282.8608584562
58,991644.3025222495
59,1015521.7855478432
60,1038425.3166408768
61,1048977.2450293521
62,1063471.3604936176
