,rewards
0,-2063.77804686944
1,3250.101547607919
2,-2926.9504757034592
3,-3180.491419621976
4,4142.800976157887
5,1438.766070577316
6,3032.799891527742
7,-382.72101557976566
8,4747.706017879769
9,5289.882788255578
10,-4652.221151455771
11,-716.3148528956808
12,-4812.286808911944
13,9415.964331429452
14,-2478.7150473922957
15,-4660.478959085653
16,2116.7138435102534
17,1632.3319904189557
18,-531.8145019537769
19,2435.8795609646477
20,271.5366609063931
21,2781.8562369176652
22,2141.0603539561853
23,-1691.5153370599728
24,5754.478968991432
25,-12357.539796815487
26,1552.5724491423462
27,9141.966213368112
28,-6534.268141694833
29,4487.878651438048
30,-19301.156206341693
31,-5894.217808481539
32,4306.049392781686
33,12278.124094760511
34,-6987.612318954896
35,147.04319957271218
36,2706.319427217124
37,6890.541572470684
38,1328.0066331033595
39,8877.12590398034
40,5815.6216483803
41,560.6151524207089
42,-5543.846942044562
43,11200.298722749576
44,11767.551513649989
45,-3281.968957575038
46,11966.609578103293
47,4149.997690696269
48,-1754.6176718019415
49,3199.6525814158376
50,470.10562352091074
51,5118.754879993154
52,1747.186962801963
53,3788.1682151043788
54,-3045.8858864030335
55,1838.3057892313227
56,-6396.435630477266
57,-1093.4748173663393
58,1387.309042644687
59,9246.07403377979
60,5838.066670521395
61,5135.965424352791
