,rewards
0,14970.478807780426
1,9989.356285258662
2,10098.7891387993
3,-1106.7500464592595
4,3523.234720423352
5,12138.524288695771
6,8604.45265241433
7,-4060.945322642103
8,11091.825044182828
9,2699.317990510026
10,10974.172282395652
11,5574.203100193292
12,-17617.22466968908
13,-6231.166337923147
14,3392.395962378243
15,11255.165836343309
16,-9044.29479637742
17,-25213.223271766677
18,-4140.060675084125
19,1581.3485801662318
20,-38500.573628969025
21,-64965.970611708704
22,36031.614426205866
23,-5159.257814905839
24,-71986.90787289874
25,15070.972993531264
26,25337.818054520758
27,3294.8047131036874
28,13161.389185095439
29,20645.69769295794
30,-2639.3407505997457
31,-11667.143132666592
32,-696.1582474226598
33,8019.282150202198
34,36829.93850779254
35,17345.24334114371
36,-17716.460245068185
37,-21334.938743880484
38,-28361.88455549348
39,-3.7847425672225654
40,22794.292357808445
41,9463.648342390778
42,292.169636831386
43,14092.66071784636
44,29785.42130857776
45,4162.389529588865
46,9246.300439546816
47,-13532.157553823432
48,5626.565574043663
49,17185.876889734995
50,-29339.075927941827
51,15799.327194103273
52,-5461.198970267549
53,-61087.03029839625
54,-46280.092404745286
55,49990.27055386803
56,-33739.61095327954
57,-5474.138791826088
58,21418.211774285417
59,-31594.74625618616
60,26038.93950878922
61,12212.113904514816
