,account_value
0,1360935.196472168
1,1358513.094714233
2,1361763.1962618409
3,1358836.2457861374
4,1355655.7543665154
5,1359798.5553426733
6,1361237.3214132506
7,1364270.1213047784
8,1363887.4002891986
9,1368635.1063070784
10,1373924.989095334
11,1369272.7679438782
12,1368556.4530909825
13,1363744.1662820706
14,1373160.1306135
15,1370681.4155661077
16,1366020.936607022
17,1368137.6504505323
18,1369769.9824409513
19,1369238.1679389975
20,1371674.0474999622
21,1371945.5841608685
22,1374727.4403977862
23,1376868.5007517424
24,1375176.9854146824
25,1380931.4643836739
26,1368573.9245868584
27,1370126.4970360007
28,1379268.4632493688
29,1372734.195107674
30,1377222.073759112
31,1357920.9175527703
32,1352026.6997442888
33,1356332.7491370705
34,1368610.873231831
35,1361623.260912876
36,1361770.3041124488
37,1364476.623539666
38,1371367.1651121366
39,1372695.17174524
40,1381572.2976492203
41,1387387.9192976006
42,1387948.5344500213
43,1382404.6875079768
44,1393604.9862307264
45,1405372.5377443763
46,1402090.5687868013
47,1414057.1783649046
48,1418207.1760556009
49,1416452.558383799
50,1419652.2109652148
51,1420122.3165887357
52,1425241.0714687288
53,1426988.2584315308
54,1430776.4266466352
55,1427730.5407602321
56,1429568.8465494635
57,1423172.4109189862
58,1422078.9361016199
59,1423466.2451442645
60,1432712.3191780443
61,1438550.3858485657
62,1443686.3512729185
