,rewards
0,-1713.1747712499928
1,16120.31012596679
2,-6875.519321496366
3,-2253.076036116574
4,-953.3563537360169
5,-20191.20638012956
6,-3676.9158953502774
7,-1940.3417625399306
8,3937.846937763039
9,-8527.658483135281
10,60300.45765946456
11,9704.487811418483
12,4981.63913622289
13,15281.895522451727
14,5050.097678601043
15,-886.5724530804437
16,4992.328865718562
17,242.72039597504772
18,-4822.970075706951
19,-2487.539854497183
20,-12065.599440274062
21,-5942.188364928355
22,38.796838806942105
23,684.3919392288662
24,30104.60703154863
25,3995.089164523175
26,6238.29348730715
27,-15437.918870461406
28,17253.917064807843
29,-1239.4671807999257
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,-705.5506263733841
36,2283.453215980204
37,428.30103511805646
38,-6628.91742305737
39,-2124.2821541787125
40,-1979.0512359617278
41,-439.16267786035314
42,2679.4033502580132
43,-1532.467685699463
44,-19493.09527052124
45,11765.216937065125
46,-936.2990245819092
47,3229.9232902526855
48,12995.059261322021
49,2985.683828353882
50,-6267.071181297302
51,10964.450910568237
52,1070.302939414978
53,-207.2774362564087
54,4266.623810768127
55,-2059.6581144332886
56,-2763.8416414260864
57,1726.105541229248
58,3088.032356262207
59,-14477.906351089478
60,-10188.44127368927
61,-6661.850242614746
