,rewards
0,277.53386549965944
1,-4508.94440574653
2,-11210.41103396425
3,-4470.958164978074
4,76.67292847624049
5,312.3152062892914
6,-5156.773514604429
7,27785.872652192018
8,3723.585747718811
9,3279.887279510498
10,-10304.038254737854
11,-4617.805081367493
12,2046.7919359207153
13,-14117.231269836426
14,11465.003133773804
15,-12548.882946014404
16,6681.431208610535
17,4315.277140617371
18,16280.46923160553
19,-11603.54238319397
20,-7519.51674079895
21,6186.431447982788
22,-24460.171887397766
23,-13436.766779899597
24,2358.5413551330566
25,6009.52365398407
26,-206.4291582107544
27,24586.96294593811
28,21558.10606765747
29,25611.194076538086
30,-5332.484859466553
31,-6417.984295845032
32,24583.129414558527
33,-8045.334458351252
34,-2668.3432445526123
35,2699.0052614212036
36,-3325.104727745056
37,-1221.744255065918
38,17290.513816833613
39,13371.594393730164
40,-915.8652648925781
41,7186.102916717529
42,2281.6293144226074
43,-13337.281482696533
44,-10489.34073638916
45,-2347.0551977157593
46,12163.595024108887
47,5787.697327613831
48,-12876.053262710571
49,2173.25931930542
50,-13343.369857788202
51,-4624.685544967651
52,6375.816032409668
53,5784.939725875971
54,-2064.675582885742
55,-3648.0960826874943
56,5761.633590698359
57,-3727.3327255249023
58,4660.991793632507
59,3176.1392192840576
60,2918.1000576019287
61,-1443.8787336349487
