,account_value
0,1568292.9639663696
1,1532510.9695693678
2,1536435.0378202193
3,1565602.1505643188
4,1558593.7792372457
5,1581538.7740210677
6,1583246.2359820718
7,1598460.2054105077
8,1608309.822611391
9,1606701.525403503
10,1606701.525403503
11,1606701.525403503
12,1606701.525403503
13,1606701.525403503
14,1606701.525403503
15,1606701.525403503
16,1606701.525403503
17,1606701.525403503
18,1606701.525403503
19,1606701.525403503
20,1606701.525403503
21,1606701.525403503
22,1606701.525403503
23,1606701.525403503
24,1606701.525403503
25,1606701.525403503
26,1606701.525403503
27,1606701.525403503
28,1606701.525403503
29,1606701.525403503
30,1606701.525403503
31,1605883.0113815342
32,1610222.690396503
33,1608494.5751958883
34,1607926.0108964003
35,1607926.0108964003
36,1607926.0108964003
37,1607926.0108964003
38,1607926.0108964003
39,1607926.0108964003
40,1607926.0108964003
41,1607926.0108964003
42,1607926.0108964003
43,1607926.0108964003
44,1607926.0108964003
45,1607926.0108964003
46,1607926.0108964003
47,1608406.163038734
48,1608205.5186018979
49,1608205.5186018979
50,1608205.5186018979
51,1608205.5186018979
52,1608205.5186018979
53,1608205.5186018979
54,1608205.5186018979
55,1608205.5186018979
56,1608205.5186018979
57,1608205.5186018979
58,1608205.5186018979
59,1608205.5186018979
60,1608205.5186018979
61,1608205.5186018979
62,1608205.5186018979
