,account_value
0,1608430.25
1,1608785.3156222322
2,1608714.4774990296
3,1608714.4774990296
4,1608714.4774990296
5,1608714.4774990296
6,1608714.4774990296
7,1612476.049714022
8,1611712.024186093
9,1617519.8199217084
10,1618916.4464158008
11,1618583.260913834
12,1618583.260913834
13,1618583.260913834
14,1618583.260913834
15,1618583.260913834
16,1618583.260913834
17,1618583.260913834
18,1618583.260913834
19,1618583.260913834
20,1618583.260913834
21,1618583.260913834
22,1618566.6757615989
23,1620327.4672610257
24,1620124.9917925373
25,1620124.9917925373
26,1620124.9917925373
27,1620124.9917925373
28,1620124.9917925373
29,1620124.9917925373
30,1620124.9917925373
31,1620124.9917925373
32,1620124.9917925373
33,1620124.9917925373
34,1620124.9917925373
35,1620124.9917925373
36,1620124.9917925373
37,1620124.9917925373
38,1620124.9917925373
39,1620124.9917925373
40,1620124.9917925373
41,1620124.9917925373
42,1620124.9917925373
43,1620124.9917925373
44,1620124.9917925373
45,1620124.9917925373
46,1620124.9917925373
47,1620124.9917925373
48,1620124.9917925373
49,1620124.9917925373
50,1620124.9917925373
51,1620124.9917925373
52,1620124.9917925373
53,1620124.9917925373
54,1620124.9917925373
55,1620124.9917925373
56,1620124.9917925373
57,1620124.9917925373
58,1620124.9917925373
59,1620124.9917925373
60,1620124.9917925373
61,1620124.9917925373
62,1620124.9917925373
