,rewards
0,-40365.487136027776
1,3924.068250851473
2,29167.11274409946
3,-7008.3713270730805
4,22944.99478382198
5,1707.4619610041846
6,15213.9694284359
7,9849.617200883338
8,-1608.297207887983
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,-818.5140219689347
31,4339.679014968919
32,-1728.1152006147895
33,-568.5642994879745
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,480.1521423337981
47,-200.64443683624268
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
