,account_value
0,1874922.3120117188
1,1876109.9475614787
2,1877266.7418631907
3,1882704.8521473217
4,1876812.9370737183
5,1888947.2441093489
6,1887709.383160982
7,1887709.383160982
8,1887709.383160982
9,1887709.383160982
10,1887709.383160982
11,1887709.383160982
12,1887709.383160982
13,1887709.383160982
14,1887709.383160982
15,1887709.383160982
16,1887709.383160982
17,1887709.383160982
18,1887709.383160982
19,1887709.383160982
20,1887709.383160982
21,1887709.383160982
22,1887709.383160982
23,1887709.383160982
24,1887709.383160982
25,1887709.383160982
26,1887709.383160982
27,1887709.383160982
28,1888543.2293269709
29,1888398.039271711
30,1888398.039271711
31,1888398.039271711
32,1888398.039271711
33,1881529.907593508
34,1869567.0676636584
35,1871251.9649239206
36,1870790.08079944
37,1871836.1600868492
38,1878431.1351773082
39,1861845.8298445349
40,1861357.8995267916
41,1861357.8995267916
42,1861357.8995267916
43,1861357.8995267916
44,1861357.8995267916
45,1861357.8995267916
46,1861357.8995267916
47,1861357.8995267916
48,1861357.8995267916
49,1861357.8995267916
50,1861357.8995267916
51,1861357.8995267916
52,1861357.8995267916
53,1861357.8995267916
54,1861357.8995267916
55,1861357.8995267916
56,1861357.8995267916
57,1861357.8995267916
58,1861357.8995267916
59,1861357.8995267916
60,1861357.8995267916
61,1861357.8995267916
62,1861357.8995267916
