,rewards
0,-12282.8734354591
1,-10694.463219620055
2,12928.881446169922
3,12070.10145480698
4,5756.402265892364
5,-162.93694751826115
6,8540.718287445372
7,-1472.637931900099
8,-5851.834320533089
9,-8515.747028980637
10,4646.231481341412
11,-7584.640431978041
12,-9328.506064359332
13,3477.1716686782893
14,-1814.295482231304
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,697.9950794468168
23,-1219.0467323299963
24,323.7268188407179
25,-158.00220697862096
26,445.6685292350594
27,51.97231508581899
28,-548.7429793665651
29,5454.292065873509
30,2510.7994583451655
31,-256.50905885524116
32,3672.662691524951
33,-1846.21709155594
34,1513.6327765274327
35,11246.202000883874
36,18995.52177544008
37,6544.982042182237
38,-4148.094247468514
39,-8262.731119626667
40,-4807.61505825608
41,2258.287624059245
42,8131.464958256809
43,8373.602207228541
44,252.02587228571065
45,-6501.946953232633
46,7949.098942106124
47,5483.820732217748
48,6391.782908247318
49,10479.564690975938
50,5517.166064311983
51,-21063.949799668975
52,-1734.752106726868
53,0.0
54,0.0
55,8.351304768351838
56,1589.9709644254763
57,-847.623231863603
58,-2679.474395833211
59,883.4660360876005
60,7723.659420259297
61,13.24373504682444
