,account_value
0,1946141.8527832031
1,1931531.4274652894
2,1929599.9117591402
3,1929599.9117591402
4,1929599.9117591402
5,1929599.9117591402
6,1929599.9117591402
7,1929599.9117591402
8,1929599.9117591402
9,1929599.9117591402
10,1929599.9117591402
11,1932942.6602644757
12,1920749.3997655169
13,1921841.3938703104
14,1930232.5108208293
15,1918030.8141543013
16,1931918.1671707202
17,1932534.7645517918
18,1931459.9581420033
19,1931459.9581420033
20,1931459.9581420033
21,1931459.9581420033
22,1931459.9581420033
23,1931459.9581420033
24,1931459.9581420033
25,1931459.9581420033
26,1931459.9581420033
27,1931459.9581420033
28,1931459.9581420033
29,1931459.9581420033
30,1931459.9581420033
31,1931459.9581420033
32,1931459.9581420033
33,1931459.9581420033
34,1931459.9581420033
35,1931459.9581420033
36,1931459.9581420033
37,1931459.9581420033
38,1931459.9581420033
39,1931459.9581420033
40,1931459.9581420033
41,1931459.9581420033
42,1931459.9581420033
43,1931459.9581420033
44,1931459.9581420033
45,1931459.9581420033
46,1931459.9581420033
47,1931459.9581420033
48,1931459.9581420033
49,1931459.9581420033
50,1931459.9581420033
51,1931459.9581420033
52,1931459.9581420033
53,1931459.9581420033
54,1931459.9581420033
55,1931459.9581420033
56,1931459.9581420033
57,1931459.9581420033
58,1931459.9581420033
59,1931459.9581420033
60,1931459.9581420033
61,1931459.9581420033
62,1931459.9581420033
