,account_value
0,1806421.0104980469
1,1807042.8594788588
2,1805873.5045625907
3,1803314.979520669
4,1809758.4704088706
5,1813308.322933938
6,1810691.6745229682
7,1793549.6558362637
8,1786817.4451382156
9,1772586.6400256918
10,1771152.1686686105
11,1776243.1490439866
12,1806683.6524624452
13,1807539.2388124312
14,1812609.8253900462
15,1825971.7074301906
16,1814877.5133448278
17,1792934.3762593204
18,1787105.4008303334
19,1785883.3967257387
20,1743984.3051912095
21,1772286.6390343683
22,1776611.9787332378
23,1808527.6211698672
24,1801382.902721631
25,1789001.489013555
26,1801620.2873684382
27,1752647.349217965
28,1761971.1237674674
29,1783683.9648613522
30,1807849.4430407926
31,1817422.775411403
32,1832120.5127901009
33,1834450.1729688267
34,1793501.4841618845
35,1814829.1498616203
36,1814874.7502909265
37,1825431.3422850675
38,1846041.7640528767
39,1847151.3037958648
40,1835349.8774903985
41,1853963.6584032297
42,1863802.7918315332
43,1869990.4179416127
44,1859761.9378213088
45,1850607.032932313
46,1858497.7255633462
47,1867544.062812116
48,1868132.1196383373
49,1863453.9656196707
50,1870924.9245575608
51,1865055.645170539
52,1859962.4826395025
53,1840890.5970317626
54,1842710.473215515
55,1833059.6710714197
56,1845237.4306534163
57,1844885.0774970527
58,1827823.7250219653
59,1839405.4370373106
60,1823059.6497071479
61,1785285.9276020688
62,1800444.9159262918
